CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA,Location Point1
50144936,"IHOP#4691",Staten Island,935,RICHMOND AVENUE,10314,7184944467,American,2025-04-18,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,19,,,2025-09-18,Cycle Inspection / Initial Inspection,40.623735837234,-74.149074973929,501,49,030301,5029207,5014770009,SI12,
50144744,MAKI A MANO,Manhattan,75,9 AVENUE,10011,3129655213,Japanese,2024-04-24,Violations were cited in the following area(s).,09E,Wash hands sign not posted near or above hand washing sink.,Not Critical,21,B,2024-04-24,2025-09-18,Pre-permit (Operational) / Re-inspection,40.741869040229,-74.004713006739,104,03,008300,1012541,1007130001,MN13,
41290491,NARUTO RAMEN,Manhattan,1596,3 AVENUE,10128,2122897803,Japanese,2024-03-14,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,25,B,2024-03-14,2025-09-18,Cycle Inspection / Re-inspection,40.781122998858,-73.952318462745,108,05,014802,1048124,1015180037,MN40,
50145878,ANOTHER COUNTRY,Manhattan,10,EAST   16 STREET,10003,9175411321,American,2025-02-25,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,34,,,2025-09-18,Pre-permit (Operational) / Initial Inspection,40.737150628039,-73.992263424093,105,02,005200,1016078,1008430041,MN13,
50147177,1915 LANZHOU HAND PULLED NOODLES & DUMPLINGS,Manhattan,207,EAST   26 STREET,10010,7276668132,Chinese,2024-10-02,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,26,B,2024-10-02,2025-09-18,Pre-permit (Operational) / Re-inspection,40.740478739333,-73.981155585125,106,02,006600,1019865,1009070101,MN20,
50139671,KENNEDY FRIED CHICKEN,Bronx,2280,JEROME AVENUE,10453,9172921908,Chicken,2023-09-13,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,24,B,2023-09-13,2025-09-18,Pre-permit (Operational) / Re-inspection,40.858648003047,-73.903711925351,205,14,023900,2014064,2031860059,BX40,
41638069,DUNKIN',Manhattan,1599,ST NICHOLAS AVENUE,10040,2125681039,Donuts,2024-09-05,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,11,A,2024-09-05,2025-09-18,Cycle Inspection / Re-inspection,40.854815990249,-73.929719380597,112,10,027900,1064018,1021680074,MN35,
50141923,8-BIT BITES,Manhattan,77,2 AVENUE,10003,9176456213,American,2025-05-28,Violations were cited in the following area(s).,04A,Food Protection Certificate (FPC) not held by manager or supervisor of food operations.,Critical,36,,,2025-09-18,Cycle Inspection / Initial Inspection,40.726478735577,-73.989215994423,103,02,003800,1006593,1004600037,MN22,
50127815,MOGAO (Bank of China),Manhattan,1045,6 AVENUE,10018,7403192198,Chinese,2024-06-20,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,43,,,2025-09-18,Cycle Inspection / Initial Inspection,40.753121725198,-73.985360492345,105,04,011300,1088833,1008150026,MN17,
50072059,DIG INN,Manhattan,133,WEST   38 STREET,10018,2123655060,American,2022-08-23,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,19,,,2025-09-18,Cycle Inspection / Compliance Inspection,40.75302317907,-73.987612742705,105,03,011300,1015265,1008140015,MN17,
41064834,MCDONALD'S,Bronx,1982,WESTCHESTER AVENUE,10462,7188290246,Hamburgers,2024-12-24,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,2024-12-24,2025-09-18,Cycle Inspection / Initial Inspection,40.833489299696,-73.858237209479,209,18,009200,2025972,2037960014,BX59,
41227024,CHEBURECHNAYA,Queens,9209,63 DRIVE,11374,7188979080,Eastern European,2023-03-16,Violations were cited in the following area(s).,04L,Evidence of mice or live mice in establishment's food or non-food areas.,Critical,38,,,2025-09-18,Cycle Inspection / Initial Inspection,40.727510270587,-73.864019784125,406,29,069300,4072456,4030940042,QN18,
50036711,MALLY'S,Brooklyn,199,KNICKERBOCKER AVENUE,11237,3474069964,Mexican,2023-01-12,Violations were cited in the following area(s).,28-03,"Lighting fixture located over, by or within food storage, preparation, service or display facility, and facility where utensils and equipment are cleaned and stored, which may shatter due to extreme heat, temperature changes or accidental contact; not fitted with shatterproof bulb or shielded and encased, with end caps or other device.",Not Critical,,,,2025-09-18,Administrative Miscellaneous / Initial Inspection,40.703520482043,-73.926629906957,304,34,042700,3072343,3031750006,BK77,
50132556,VIDA,Queens,3027,STEINWAY ST,11103,6462701392,Steakhouse,2024-03-28,Violations were cited in the following area(s).,09B,Thawing procedure improper.,Not Critical,12,A,2024-03-28,2025-09-18,Pre-permit (Operational) / Re-inspection,40.763016737139,-73.915687528232,401,22,014900,4011249,4006800039,QN70,
41485097,NEW WONJO,Manhattan,23,WEST   32 STREET,10001,2126955815,Korean,2022-12-21,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,12,A,2022-12-21,2025-09-18,Cycle Inspection / Initial Inspection,40.747508809168,-73.986332562507,105,04,007600,1015848,1008340028,MN17,
50095112,GYU-KAKU,Manhattan,620,AMSTERDAM AVENUE,10024,6468502989,Japanese,2022-11-09,Violations were cited in the following area(s).,06F,"Wiping cloths not stored clean and dry, or in a sanitizing solution, between uses.",Critical,19,,,2025-09-18,Cycle Inspection / Initial Inspection,40.790335645307,-73.973088060463,107,06,017900,1086107,1012387503,MN12,
50009469,SHAKE SHACK,Brooklyn,1,OLD FULTON STREET,11201,3474352775,Hamburgers,2022-08-12,Violations were cited in the following area(s).,06C,"Food, supplies, and equipment not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,26,B,2022-08-12,2025-09-18,Cycle Inspection / Re-inspection,40.702854877154,-73.994301549843,302,33,002100,3000078,3000350012,BK38,
40401834,72ND EATERY,Manhattan,261,"COLUMBUS AVE STORE #2",10023,2127217800,American,2022-08-30,Establishment Closed by DOHMH. Violations were cited in the following area(s) and those requiring immediate action were addressed.,08A,"Establishment is not free of harborage or conditions conducive to rodents, insects or other pests.",Not Critical,33,,,2025-09-18,Cycle Inspection / Initial Inspection,40.777557250664,-73.978671738806,107,06,015700,1028631,1011250001,MN14,
50146167,PRET A. MANGER,Manhattan,179,BROADWAY,10007,6469186638,American,2025-04-01,Violations were cited in the following area(s).,10B,Anti-siphonage or back-flow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly. Condensation or liquid waste improperly disposed of.,Not Critical,46,,,2025-09-18,Cycle Inspection / Initial Inspection,40.710018449309,-74.009814655487,101,01,001300,1001076,1000630018,MN25,
50095507,CASA ORA,Brooklyn,148,MESEROLE STREET,11206,9293970281,Latin American,2024-01-18,Violations were cited in the following area(s).,10A,"Toilet facility not maintained or provided with toilet paper, waste receptacle or self-closing door.",Not Critical,9,A,2024-01-18,2025-09-18,Cycle Inspection / Re-inspection,40.708009646631,-73.943793767,301,34,050500,3071115,3030520018,BK90,
50118141,BLANK STREET COFFEE,Brooklyn,287,6 AVENUE,11215,3477279842,Coffee/Tea,2024-05-21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,2024-05-21,2025-09-18,Cycle Inspection / Initial Inspection,40.672754080312,-73.979981545833,306,39,015500,3020872,3009710010,BK37,
50037094,AMATA,Manhattan,209,EAST   56 STREET,10022,2123080830,Italian,2024-10-29,Violations were cited in the following area(s).,04M,Live roaches in facility's food or non-food area.,Critical,25,,,2025-09-18,Cycle Inspection / Initial Inspection,40.759392597961,-73.96757417942,106,04,010800,1038591,1013300007,MN19,
41414670,NEW SHENG LI CHINESE RESTAURANT,Bronx,389,EAST  167 STREET,10456,7182934066,Chinese,2023-06-27,Violations were cited in the following area(s).,10F,"Non-food contact surface or equipment made of unacceptable material, not kept clean, or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,54,,,2025-09-18,Cycle Inspection / Initial Inspection,40.830874377528,-73.910968597108,204,16,017701,2002074,2024260048,BX14,
50057765,TIR NA NOG,Manhattan,254,WEST   31 STREET,10001,2126300249,Irish,2023-12-18,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,30,,,2025-09-18,Cycle Inspection / Initial Inspection,40.749727207973,-73.993532382717,105,03,010100,1014347,1007800071,MN17,
50032900,NEW WIN CHINESE RESTAURANT,Queens,14406,243RD ST,11422,7185288775,Chinese,2022-05-25,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,22,,,2025-09-18,Cycle Inspection / Initial Inspection,40.660206906277,-73.739444814376,413,31,065400,4287997,4135490001,QN05,
50008955,YOPPARAI,Manhattan,49,CLINTON STREET,10002,2127777253,Japanese,2024-03-19,Violations were cited in the following area(s).,02B,Hot TCS food item not held at or above 140 °F.,Critical,22,B,2024-03-19,2025-09-18,Cycle Inspection / Re-inspection,40.7197370803,-73.984743750836,103,01,003001,1004226,1003490023,MN27,
41623638,RINCONCITO TEPEYAC,Bronx,381,EAST  138 STREET,10454,7184018314,Mexican,2024-08-12,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage associated with (FRSA) flies or other nuisance pests in establishment’s food and/or non-food areas. FRSA flies include house flies, blow flies, bottle flies, flesh flies, drain flies, Phorid flies and fruit flies.",Critical,10,A,2024-08-12,2025-09-18,Cycle Inspection / Re-inspection,40.809331622602,-73.923413370319,201,08,003900,2000598,2023010033,BX39,
50136274,LA BICYCLETTE BAKERY,Brooklyn,305,COURT STREET,11231,6467646465,French,2025-02-04,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,21,B,2025-02-04,2025-09-18,Cycle Inspection / Re-inspection,40.683630532116,-73.995273097384,306,39,007500,3006821,3004210010,BK33,
50017303,BATATA,Brooklyn,3021,FORT HAMILTON PARKWAY,11218,3475991260,Middle Eastern,2022-09-08,Violations were cited in the following area(s).,06A,Personal cleanliness is inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn where required.  Jewelry is worn on hands or arms.  Fingernail polish worn or fingernails not kept clean and trimmed.,Critical,0,A,2022-09-08,2025-09-18,Cycle Inspection / Re-inspection,40.648366478143,-73.978630312446,307,39,050000,3343233,3052810066,BK40,
41708795,TEA CUP CAFE,Queens,76-23,WOODSIDE AVENUE,11373,7184262222,Thai,2025-05-15,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,38,,,2025-09-18,Cycle Inspection / Initial Inspection,40.743448187073,-73.888599306174,404,25,026700,4037007,4014960037,QN29,
41541660,KRISPY KREME,Manhattan,2,PENN PLAZA,10121,2126950428,Donuts,2022-08-24,Violations were cited in the following area(s).,02G,Cold TCS food item held above 41 °F; smoked or processed fish held above 38 °F; intact raw eggs held above 45 °F; or reduced oxygen packaged (ROP) TCS foods held above required temperatures except during active necessary preparation.,Critical,12,A,2022-08-24,2025-09-18,Cycle Inspection / Re-inspection,40.750009774218,-73.991345194031,105,03,010100,1083026,1007810002,MN17,
50133412,THE PIZZA PLACE & RESTAURANT,Bronx,4024,WHITE PLAINS ROAD,10466,7185159467,Pizza,2024-10-07,Violations were cited in the following area(s).,06C,"Food, supplies, or equipment not protected from potential source of contamination during storage, preparation, transportation, display, service or from customer’s refillable, reusable container. Condiments not in single-service containers or dispensed directly by the vendor.",Critical,12,A,2024-10-07,2025-09-18,Cycle Inspection / Initial Inspection,40.889107658721,-73.859731221211,212,12,040600,2063479,2048400051,BX44,
50107739,GENERAL IRVING,Brooklyn,1210,HALSEY ST,11207,7163935257,Coffee/Tea,2025-03-17,Violations were cited in the following area(s).,16-02,"The original nutrition fact labels or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer’s documentation not maintained on site.",Not Applicable,,,,2025-09-18,Trans Fat / Initial Inspection,40.691785119661,-73.909254668259,304,37,043700,,3,BK77,
