_id,APPLICATION#,APPLICATION_TYPE,DATE_SUBMITTED,DESCRIPTION,HEARING_DATE,POSTAL,REFERENCE_FILE#,STATUS,STREET_DIRECTION,STREET_NAME,STREET_NUM,STREET_TYPE,X,Y
863099,19 193396 ESC 25 SA,SA,2019-07-22,Proposed Student Residence at the University of Toronto Scarborough.  The proposed building includes 750 beds and ancillary student uses. The overall building height is 32.85 metres (9 storeys) plus mechanical penthouse. 4 short term accessible vehicular visitor parking spaces are proposed at grade.  90 indoor bicycle parking spaces and 30 outdoor bicycle parking spaces are proposed on the ground floor level.  Loading spaces and access to garbage staging areas are proposed along the east facade of the building.  Driveway access to the site is from Ellesmere Road at the east end of the site.,,M1C,,NOAC Issued, ,ELLESMERE,3300,RD,329966.577,4849551.414
863100,15 127177 000 00 CO,CO,2015-03-13,"To obtain consent to sever a portion of the land for the purpose of a lot addition.  The site is subject to By-law No.1015 - 2014 which permits the development of six, 3-storey townhouses fronting onto Bayview Avenue and one single detached dwelling fronting onto McKee Avenue.  Previous planning applications include site plan control application 13 163745 NNY 23 SA and rezoning application 13 163706 NNY 23 OZ.",2015-06-11,M2N,B0011/15NY,Closed, ,MCKEE,351,AVE,313560.036,4848430.672
863101,15 206406 000 00 CO,CO,2015-08-13,To obtain consent to sever the property for the purpose of lot additions.,2015-10-08,M9W,B55/15EYK,Closed, ,REXDALE,195,BLVD,298881.92699999997,4840960.26
863102,15 171163 000 00 CO,CO,2015-06-09,To obtain consent to sever the property into 2 undersized residential lots.,2015-08-27,M8V,B39/15EYK,Closed, ,MACDONALD,51,ST,304896.066,4829804.316000001
863103,15 171173 000 00 MV,MV,2015-06-09,To construct a new detached dwelling with an integral garage.,2015-08-27,M8V,A348/15EYK,Closed, ,MACDONALD,51,ST,304896.066,4829804.316000001
863104,15 171174 000 00 MV,MV,2015-06-09,To construct a new detached dwelling with an integral garage.,2015-08-27,M8V,A349/15EYK,Closed, ,MACDONALD,51,ST,304896.066,4829804.316000001
863105,13 275737 ESC 35 SA,SA,2013-12-09,"Site plan approval submission to permit the construction of 314 residential units, and a minimum of 50,000 square feet of commercial space.  Located along the Warden Avenue frontage at Deans Drive will be a mid-rise mixed use building containing a maximum of 130 apartment units and a minimum of 17,200 square feet of commercial space on the ground floor.  Two commercial totalling over 32,700 square feet are located further north on the site. The remainder of the site will be occupied by a stormwater management pond and a City park.",,   ,,Closed, ,PIDGEON,108,ST,322708.859,4841815.891
863106,13 275737 ESC 35 SA,SA,2013-12-09,"Site plan approval submission to permit the construction of 314 residential units, and a minimum of 50,000 square feet of commercial space.  Located along the Warden Avenue frontage at Deans Drive will be a mid-rise mixed use building containing a maximum of 130 apartment units and a minimum of 17,200 square feet of commercial space on the ground floor.  Two commercial totalling over 32,700 square feet are located further north on the site. The remainder of the site will be occupied by a stormwater management pond and a City park.",,   ,,Closed, ,PIDGEON,110,ST,322710.46,4841820.482
863107,13 275737 ESC 35 SA,SA,2013-12-09,"Site plan approval submission to permit the construction of 314 residential units, and a minimum of 50,000 square feet of commercial space.  Located along the Warden Avenue frontage at Deans Drive will be a mid-rise mixed use building containing a maximum of 130 apartment units and a minimum of 17,200 square feet of commercial space on the ground floor.  Two commercial totalling over 32,700 square feet are located further north on the site. The remainder of the site will be occupied by a stormwater management pond and a City park.",,   ,,Closed, ,PIDGEON,112,ST,322711.805,4841824.616
863108,13 275737 ESC 35 SA,SA,2013-12-09,"Site plan approval submission to permit the construction of 314 residential units, and a minimum of 50,000 square feet of commercial space.  Located along the Warden Avenue frontage at Deans Drive will be a mid-rise mixed use building containing a maximum of 130 apartment units and a minimum of 17,200 square feet of commercial space on the ground floor.  Two commercial totalling over 32,700 square feet are located further north on the site. The remainder of the site will be occupied by a stormwater management pond and a City park.",,   ,,Closed, ,PIDGEON,88,ST,322690.749,4841763.22
863109,13 275737 ESC 35 SA,SA,2013-12-09,"Site plan approval submission to permit the construction of 314 residential units, and a minimum of 50,000 square feet of commercial space.  Located along the Warden Avenue frontage at Deans Drive will be a mid-rise mixed use building containing a maximum of 130 apartment units and a minimum of 17,200 square feet of commercial space on the ground floor.  Two commercial totalling over 32,700 square feet are located further north on the site. The remainder of the site will be occupied by a stormwater management pond and a City park.",,   ,,Closed, ,PIDGEON,90,ST,322692.393,4841768.598
863110,13 275737 ESC 35 SA,SA,2013-12-09,"Site plan approval submission to permit the construction of 314 residential units, and a minimum of 50,000 square feet of commercial space.  Located along the Warden Avenue frontage at Deans Drive will be a mid-rise mixed use building containing a maximum of 130 apartment units and a minimum of 17,200 square feet of commercial space on the ground floor.  Two commercial totalling over 32,700 square feet are located further north on the site. The remainder of the site will be occupied by a stormwater management pond and a City park.",,   ,,Closed, ,PIDGEON,92,ST,322694.415,4841774.115
863111,13 275737 ESC 35 SA,SA,2013-12-09,"Site plan approval submission to permit the construction of 314 residential units, and a minimum of 50,000 square feet of commercial space.  Located along the Warden Avenue frontage at Deans Drive will be a mid-rise mixed use building containing a maximum of 130 apartment units and a minimum of 17,200 square feet of commercial space on the ground floor.  Two commercial totalling over 32,700 square feet are located further north on the site. The remainder of the site will be occupied by a stormwater management pond and a City park.",,   ,,Closed, ,PIDGEON,94,ST,322696.179,4841779.511
863112,20 143007 NNY 06 PL,PL,2020-05-06,"Part Lot Exemption Application to permit 155 freehold townhouses on Blocks 1, 2, 3 and 6 within the Stanley Greene Block G District Plan. Each townhouse has a single or double car garage that is accessed via an 8m common element laneway located at the rear of the townhouses. Garbage storage and pickup will occur in the common element laneway. This application is related to Common Element Condominium Application #20 143006 NNY 06 CD (parent Sub-division Approval File #15 172297 NNY 09 SB, and related Site Plan Application Files 16 268887 NNY 09 SA and 16 268941 NNY 09 SA). ",,   ,,Approved, ,FREDERICK TISDALE,103,DR,306690.083,4843657.745
863113,20 143006 NNY 06 CD,CD,2020-05-06,"Draft Plan of Condominium Application to permit 155 freehold townhouses on Blocks 1, 2, 3 and 6 within the Stanley Greene Block G District Plan. Each townhouse has a single or double car garage that is accessed via an 8m common element laneway located at the rear of the townhouses. Garbage storage and pickup will occur in the common element laneway. This application is related to Part Lot Control Exemption Application # 20 143007 NNY 06 PL (parent Sub-division Approval File #15 172297 NNY 09 SB, and related Site Plan Application Files 16 268887 NNY 09 SA and 16 268941 NNY 09 SA). ",,   ,,Draft Plan Approved, ,FREDERICK TISDALE,105,DR,306689.87899999996,4843662.835
863114,12 240757 ESC 36 OZ,OZ,2012-09-05,Proposed townhouse development consisting of 21 units in four building blocks to be serviced by a private laneway and two single detached dwellings fronting Brimley Rd.  The two dwellings on Brimley Road will be severed from the remainder of the property.,,   ,,OMB Appeal,E,ST CLAIR,3767 B,AVE,325708.799,4842142.517
863115,12 240757 ESC 36 OZ,OZ,2012-09-05,Proposed townhouse development consisting of 21 units in four building blocks to be serviced by a private laneway and two single detached dwellings fronting Brimley Rd.  The two dwellings on Brimley Road will be severed from the remainder of the property.,,   ,,OMB Appeal,E,ST CLAIR,3769,AVE,325713.102,4842143.704
863116,12 240757 ESC 36 OZ,OZ,2012-09-05,Proposed townhouse development consisting of 21 units in four building blocks to be serviced by a private laneway and two single detached dwellings fronting Brimley Rd.  The two dwellings on Brimley Road will be severed from the remainder of the property.,,   ,,OMB Appeal, ,WATER WILLOW,10,LANE,325685.206,4842121.021000001
863117,12 240757 ESC 36 OZ,OZ,2012-09-05,Proposed townhouse development consisting of 21 units in four building blocks to be serviced by a private laneway and two single detached dwellings fronting Brimley Rd.  The two dwellings on Brimley Road will be severed from the remainder of the property.,,   ,,OMB Appeal, ,WATER WILLOW,2,LANE,325692.063,4842098.252
863118,12 240757 ESC 36 OZ,OZ,2012-09-05,Proposed townhouse development consisting of 21 units in four building blocks to be serviced by a private laneway and two single detached dwellings fronting Brimley Rd.  The two dwellings on Brimley Road will be severed from the remainder of the property.,,   ,,OMB Appeal, ,WATER WILLOW,3,LANE,325702.73600000003,4842108.148
863119,12 240757 ESC 36 OZ,OZ,2012-09-05,Proposed townhouse development consisting of 21 units in four building blocks to be serviced by a private laneway and two single detached dwellings fronting Brimley Rd.  The two dwellings on Brimley Road will be severed from the remainder of the property.,,   ,,OMB Appeal, ,WATER WILLOW,4,LANE,325690.122,4842104.267
863120,12 240757 ESC 36 OZ,OZ,2012-09-05,Proposed townhouse development consisting of 21 units in four building blocks to be serviced by a private laneway and two single detached dwellings fronting Brimley Rd.  The two dwellings on Brimley Road will be severed from the remainder of the property.,,   ,,OMB Appeal, ,WATER WILLOW,6,LANE,325688.63399999996,4842109.636
863121,12 240757 ESC 36 OZ,OZ,2012-09-05,Proposed townhouse development consisting of 21 units in four building blocks to be serviced by a private laneway and two single detached dwellings fronting Brimley Rd.  The two dwellings on Brimley Road will be severed from the remainder of the property.,,   ,,OMB Appeal, ,WATER WILLOW,7,LANE,325699.95399999997,4842119.21
863122,12 240757 ESC 36 OZ,OZ,2012-09-05,Proposed townhouse development consisting of 21 units in four building blocks to be serviced by a private laneway and two single detached dwellings fronting Brimley Rd.  The two dwellings on Brimley Road will be severed from the remainder of the property.,,   ,,OMB Appeal, ,WATER WILLOW,8,LANE,325686.564,4842115.781
863123,12 240757 ESC 36 OZ,OZ,2012-09-05,Proposed townhouse development consisting of 21 units in four building blocks to be serviced by a private laneway and two single detached dwellings fronting Brimley Rd.  The two dwellings on Brimley Road will be severed from the remainder of the property.,,   ,,OMB Appeal, ,WATER WILLOW,9,LANE,325699.113,4842125.161
863124,20 143006 NNY 06 CD,CD,2020-05-06,"Draft Plan of Condominium Application to permit 155 freehold townhouses on Blocks 1, 2, 3 and 6 within the Stanley Greene Block G District Plan. Each townhouse has a single or double car garage that is accessed via an 8m common element laneway located at the rear of the townhouses. Garbage storage and pickup will occur in the common element laneway. This application is related to Part Lot Control Exemption Application # 20 143007 NNY 06 PL (parent Sub-division Approval File #15 172297 NNY 09 SB, and related Site Plan Application Files 16 268887 NNY 09 SA and 16 268941 NNY 09 SA). ",,   ,,Draft Plan Approved, ,WILLIAM DUNCAN,76,RD,306747.472,4843630.965
863125,20 143007 NNY 06 PL,PL,2020-05-06,"Part Lot Exemption Application to permit 155 freehold townhouses on Blocks 1, 2, 3 and 6 within the Stanley Greene Block G District Plan. Each townhouse has a single or double car garage that is accessed via an 8m common element laneway located at the rear of the townhouses. Garbage storage and pickup will occur in the common element laneway. This application is related to Common Element Condominium Application #20 143006 NNY 06 CD (parent Sub-division Approval File #15 172297 NNY 09 SB, and related Site Plan Application Files 16 268887 NNY 09 SA and 16 268941 NNY 09 SA). ",,   ,,Approved, ,WILLIAM DUNCAN,78,RD,306746.68200000003,4843635.7069999995
863126,20 143006 NNY 06 CD,CD,2020-05-06,"Draft Plan of Condominium Application to permit 155 freehold townhouses on Blocks 1, 2, 3 and 6 within the Stanley Greene Block G District Plan. Each townhouse has a single or double car garage that is accessed via an 8m common element laneway located at the rear of the townhouses. Garbage storage and pickup will occur in the common element laneway. This application is related to Part Lot Control Exemption Application # 20 143007 NNY 06 PL (parent Sub-division Approval File #15 172297 NNY 09 SB, and related Site Plan Application Files 16 268887 NNY 09 SA and 16 268941 NNY 09 SA). ",,   ,,Draft Plan Approved, ,WILLIAM DUNCAN,78,RD,306746.68200000003,4843635.7069999995
863127,20 143007 NNY 06 PL,PL,2020-05-06,"Part Lot Exemption Application to permit 155 freehold townhouses on Blocks 1, 2, 3 and 6 within the Stanley Greene Block G District Plan. Each townhouse has a single or double car garage that is accessed via an 8m common element laneway located at the rear of the townhouses. Garbage storage and pickup will occur in the common element laneway. This application is related to Common Element Condominium Application #20 143006 NNY 06 CD (parent Sub-division Approval File #15 172297 NNY 09 SB, and related Site Plan Application Files 16 268887 NNY 09 SA and 16 268941 NNY 09 SA). ",,   ,,Approved, ,WILLIAM DUNCAN,82,RD,306742.314,4843665.258
