Account Number,Assessment Year,Suite,House Number,Street Name,Legal Description,Latitude,Longitude,Point Location,Neighbourhood,Actual Year Built,Garage,Zoning,Lot Size,Assessed Value,Assessment Class 1,Assessment Class % 1,Assessment Class 2,Assessment Class % 2,Assessment Class 3,Assessment Class % 3
1025683,2015,4,12725,81 STREET NW,Plan: 8120373  Unit: 2,53.58543,-113.46504,POINT (-113.46504 53.58543),BALWIN,1965,N,RA9,116.3250,84500.00,RESIDENTIAL,100,,,,
1003045,2015,,23,WEDGEWOOD CRESCENT NW,Plan: 6483KS  Block: 3  Lot: 10,53.47961,-113.63524,POINT (-113.63524 53.47961),WEDGEWOOD HEIGHTS,1963,Y,RR,5277.8740,1004000.00,RESIDENTIAL,100,,,,
1011790,2013,,829,RICHARDS CRESCENT NW,Plan: 8023232  Block: 55  Lot: 3,53.47601,-113.59007,POINT (-113.59007 53.47601),RHATIGAN RIDGE,1983,Y,RF1,637.1030,403500.00,RESIDENTIAL,100,,,,
1011022,2018,,7703,170 STREET NW,Plan: 4697TR  Block: 1  Lot: 47G,53.50954,-113.61454,POINT (-113.61454 53.50954),WESTRIDGE,1973,N,RF1,37.1490,5500.00,,,,,,
1010081,2014,,440,WOLF WILLOW ROAD NW,Plan: 4697TR  Block: 1  Lot: 3,53.50566,-113.60842,POINT (-113.60842 53.50566),RIVER VALLEY LESSARD NORTH,,N,A,5927.8630,29000.00,COMMERCIAL,100,,,,
1008879,2015,,8626,152B AVENUE NW,Plan: 8023176  Block: 49  Lot: 28,53.61551,-113.47355,POINT (-113.47355 53.61551),EVANSDALE,1982,Y,RF1,651.0300,440500.00,RESIDENTIAL,100,,,,
1015494,2014,,10704,11 AVENUE NW,Plan: 8023036  Block: 17  Lot: 42,53.44185,-113.50205,POINT (-113.50205 53.44185),BEARSPAW,1985,Y,RF1,555.5760,372500.00,RESIDENTIAL,100,,,,
1017789,2015,,32,WILLOW WAY NW,Plan: 4697TR  Block: 10  Lot: 15,53.50494,-113.60183,POINT (-113.60183 53.50494),WESTRIDGE,1985,Y,RF1,784.4450,661000.00,RESIDENTIAL,100,,,,
1025790,2012,12,12725,81 STREET NW,Plan: 8120373  Unit: 13,53.58543,-113.46504,POINT (-113.46504 53.58543),BALWIN,1965,N,RA7,119.2330,126000.00,RESIDENTIAL,100,,,,
1009513,2012,,17404,111 AVENUE NW,Plan: 7620381  Lot: A,53.56012,-113.62287,POINT (-113.62287 53.56012),ARMSTRONG INDUSTRIAL,2005,N,IB,15442.6260,7610000.00,COMMERCIAL,100,,,,
1020478,2015,,120,WOLF WILLOW CRESCENT NW,Plan: 7521087  Block: 13  Lot: 1,53.50293,-113.59673,POINT (-113.59673 53.50293),WESTRIDGE,1978,Y,RF1,894.5330,636000.00,RESIDENTIAL,100,,,,
1007848,2018,,8312,152C AVENUE NW,Plan: 8023176  Block: 47  Lot: 141,53.61557,-113.46866,POINT (-113.46866 53.61557),EVANSDALE,1982,Y,RF1,548.5410,367000.00,RESIDENTIAL,100,,,,
1035641,2013,,17714,95 STREET NW,Plan: 8120894  Block: 1  Lot: 147A,53.63979,-113.48873,POINT (-113.48873 53.63979),LAGO LINDO,1986,N,RF4,312.2890,263500.00,RESIDENTIAL,100,,,,
1032374,2014,302,8108,125 AVENUE NW,Plan: 8120903  Unit: 13,53.58166,-113.46677,POINT (-113.46677 53.58166),ELMWOOD PARK,1965,N,RA7,82.2090,67500.00,RESIDENTIAL,100,,,,
1031871,2019,,7923,27 AVENUE NW,Plan: 8120949  Unit: 11,53.45703,-113.45432,POINT (-113.45432 53.45703),MEYONOHK,1980,N,RF5,242.2070,181000.00,RESIDENTIAL,100,,,,
1014737,2019,,1511,104 STREET NW,Plan: 8023036  Block: 12  Lot: 131,53.44599,-113.49394,POINT (-113.49394 53.44599),BEARSPAW,1984,Y,RF1,598.4150,390500.00,RESIDENTIAL,100,,,,
1026830,2016,27,1020,41 STREET NW,Plan: 8120382  Unit: 7,53.43868,-113.40593,POINT (-113.40593 53.43868),CRAWFORD PLAINS,1979,N,RF5,237.2460,210500.00,RESIDENTIAL,100,,,,
1016625,2019,,10458,14 AVENUE NW,Plan: 8023036  Block: 19  Lot: 44,53.44506,-113.49738,POINT (-113.49738 53.44506),BEARSPAW,1983,Y,RF1,593.1270,396500.00,RESIDENTIAL,100,,,,
1015106,2015,,316,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 6  Lot: 29,53.50791,-113.60675,POINT (-113.60675 53.50791),WESTRIDGE,1985,Y,RF1,629.4320,555500.00,RESIDENTIAL,100,,,,
1009513,2014,,17404,111 AVENUE NW,Plan: 7620381  Lot: A,53.56012,-113.62287,POINT (-113.62287 53.56012),ARMSTRONG INDUSTRIAL,2005,N,IB,15442.6260,9115500.00,COMMERCIAL,100,,,,
1027648,2018,66,3812,20 AVENUE NW,Plan: 8120611  Unit: 54,53.45176,-113.40076,POINT (-113.40076 53.45176),DALY GROVE,1980,N,RF5,236.5510,184500.00,RESIDENTIAL,100,,,,
1011873,2018,,710,RIDDELL STREET NW,Plan: 8023232  Block: 58  Lot: 6,53.47784,-113.59064,POINT (-113.59064 53.47784),RHATIGAN RIDGE,1981,Y,RF1,793.9420,623000.00,RESIDENTIAL,100,,,,
1011568,2017,,237,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 2  Lot: 22,53.5099,-113.61111,POINT (-113.61111 53.5099),WESTRIDGE,1976,Y,RF1,664.2660,650000.00,RESIDENTIAL,100,,,,
1034669,2014,,10860,21 AVENUE NW,Plan: 8120954  Block: 2  Lot: 47A,53.45323,-113.5067,POINT (-113.5067 53.45323),KEHEEWIN,1982,N,RF4,381.9360,287500.00,RESIDENTIAL,100,,,,
1012624,2018,,48,WESTRIDGE CRESCENT NW,Plan: 4697TR  Block: 3  Lot: 1,53.50856,-113.61378,POINT (-113.61378 53.50856),WESTRIDGE,1976,Y,RF1,565.8260,557000.00,RESIDENTIAL,100,,,,
1031368,2017,301,11026,106 STREET NW,Plan: 8120692  Unit: 19,53.55767,-113.50345,POINT (-113.50345 53.55767),CENTRAL MCDOUGALL,1979,N,RA7,125.0940,193500.00,RESIDENTIAL,100,,,,
1027234,2013,9,3812,20 AVENUE NW,Plan: 8120611  Unit: 13,53.45176,-113.40076,POINT (-113.40076 53.45176),DALY GROVE,1980,N,RF5,236.5510,182500.00,RESIDENTIAL,100,,,,
1034032,2017,,249,RHATIGAN ROAD WEST NW,Plan: 8120653  Block: 52  Lot: 60,53.47805,-113.58924,POINT (-113.58924 53.47805),RHATIGAN RIDGE,1981,Y,RF1,942.3930,777500.00,RESIDENTIAL,100,,,,
1028422,2012,17,10453,20 AVENUE NW,Plan: 8120013  Unit: 25,53.44972,-113.49878,POINT (-113.49878 53.44972),KEHEEWIN,1980,N,RF5,238.6820,227500.00,RESIDENTIAL,100,,,,
1031616,2013,,1027,109 STREET NW,Plan: 8120984  Unit: 16,53.44148,-113.50558,POINT (-113.50558 53.44148),BEARSPAW,1980,Y,RF5,491.1170,364000.00,RESIDENTIAL,100,,,,
1016062,2013,,27,WOLF CRESCENT NW,Plan: 4697TR  Block: 8  Lot: 7,53.50508,-113.5969,POINT (-113.5969 53.50508),WESTRIDGE,1998,Y,RF1,1493.1080,1164500.00,RESIDENTIAL,100,,,,
1029990,2018,,6149,38 AVENUE NW,Plan: 8120902  Unit: 12,53.47351,-113.43127,POINT (-113.43127 53.47351),HILLVIEW,1980,N,RF5,238.7430,208000.00,RESIDENTIAL,100,,,,
1013499,2015,,1051,105 STREET NW,Plan: 8023036  Block: 12  Lot: 65,53.44168,-113.49741,POINT (-113.49741 53.44168),BEARSPAW,1984,Y,RF1,649.9380,475000.00,RESIDENTIAL,100,,,,
1011360,2013,,199,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 2  Lot: 13,53.51128,-113.61252,POINT (-113.61252 53.51128),WESTRIDGE,1976,Y,RF1,1038.7660,713500.00,RESIDENTIAL,100,,,,
1022359,2019,,20,WOLF WILLOW POINT NW,Plan: 7521087  Block: 15  Lot: 20,53.50109,-113.59516,POINT (-113.59516 53.50109),WESTRIDGE,1976,Y,RF1,840.5940,607500.00,RESIDENTIAL,100,,,,
1016617,2012,,10456,14 AVENUE NW,Plan: 8023036  Block: 19  Lot: 43,53.44523,-113.49744,POINT (-113.49744 53.44523),BEARSPAW,1983,Y,RF1,656.1410,447500.00,RESIDENTIAL,100,,,,
1036961,2014,,9309,179 AVENUE NW,Plan: 8120894  Block: 10  Lot: 109,53.6416,-113.48555,POINT (-113.48555 53.6416),LAGO LINDO,1986,Y,RF4,339.8570,299500.00,RESIDENTIAL,100,,,,
1013770,2014,,39,WESTRIDGE CRESCENT NW,Plan: 7521224  Block: 4  Lot: 32,53.50881,-113.61298,POINT (-113.61298 53.50881),WESTRIDGE,1975,Y,RF1,559.7660,508500.00,RESIDENTIAL,100,,,,
1005511,2019,102,11429,124 STREET NW,Plan: 8023194  Unit: 2,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971,N,RA8,57.1800,124000.00,RESIDENTIAL,100,,,,
1036797,2017,,9324,180A AVENUE NW,Plan: 8120894  Block: 1  Lot: 254,53.64315,-113.48541,POINT (-113.48541 53.64315),LAGO LINDO,1983,N,RF1,452.6430,294000.00,RESIDENTIAL,100,,,,
1013275,2012,,10509,11 AVENUE NW,Plan: 8023036  Block: 12  Lot: 54,53.44132,-113.4986,POINT (-113.4986 53.44132),BEARSPAW,1985,Y,RF4,450.1680,358500.00,RESIDENTIAL,100,,,,
1011139,2015,,818,RICHARDS CRESCENT NW,Plan: 8023232  Block: 53  Lot: 24,53.47642,-113.58894,POINT (-113.58894 53.47642),RHATIGAN RIDGE,1982,Y,RF1,637.2340,507000.00,RESIDENTIAL,100,,,,
1011410,2013,,813,RICHARDS CRESCENT NW,Plan: 8023232  Block: 54  Lot: 11,53.47624,-113.5873,POINT (-113.5873 53.47624),RHATIGAN RIDGE,1983,Y,RF1,663.2770,437000.00,RESIDENTIAL,100,,,,
1022375,2013,,21,WOLF WILLOW POINT NW,Plan: 7521087  Block: 15  Lot: 21,53.50121,-113.59541,POINT (-113.59541 53.50121),WESTRIDGE,1976,Y,RF1,825.1420,649500.00,RESIDENTIAL,100,,,,
1037209,2016,,18024,95 STREET NW,Plan: 8120894  Block: 12  Lot: 5,53.64247,-113.48901,POINT (-113.48901 53.64247),LAGO LINDO,1987,Y,RF1,479.8200,369500.00,RESIDENTIAL,100,,,,
1019090,2016,,19,WILLOW WAY NW,Plan: 4697TR  Block: 11  Lot: 4,53.50529,-113.60098,POINT (-113.60098 53.50529),WESTRIDGE,1975,Y,RF1,760.4090,612000.00,RESIDENTIAL,100,,,,
1008192,2019,,17820,STONY PLAIN ROAD NW,Plan: 401KS  Lot: A,53.54204,-113.6299,POINT (-113.6299 53.54204),MORIN INDUSTRIAL,2018,N,CB2,8037.0000,7058000.00,COMMERCIAL,100,,,,
1015858,2014,,1404,105 STREET NW,Plan: 8023036  Block: 17  Lot: 64,53.44445,-113.49954,POINT (-113.49954 53.44445),BEARSPAW,,N,CS3,27143.8800,134000.00,COMMERCIAL,100,,,,
1012905,2015,,10659,10 AVENUE NW,Plan: 8023036  Block: 12  Lot: 28PUL,53.43961,-113.50157,POINT (-113.50157 53.43961),BEARSPAW,,N,AGU,549.5040,2500.00,COMMERCIAL,100,,,,
1031749,2018,,1049,109 STREET NW,Plan: 8120984  Unit: 29,53.44148,-113.50558,POINT (-113.50558 53.44148),BEARSPAW,1980,Y,RF5,491.1170,364000.00,RESIDENTIAL,100,,,,
1032168,2015,,2586,79 STREET NW,Plan: 8120949  Unit: 40,53.45703,-113.45432,POINT (-113.45432 53.45703),MEYONOHK,1980,N,RF5,241.0700,213000.00,RESIDENTIAL,100,,,,
1027903,2014,3,10141,154 STREET NW,Plan: 8120494  Unit: 2,53.54294,-113.58631,POINT (-113.58631 53.54294),CANORA,1966,N,RA7,116.5420,87000.00,RESIDENTIAL,100,,,,
1013861,2018,,154,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 5  Lot: 3,53.50978,-113.61354,POINT (-113.61354 53.50978),WESTRIDGE,1974,Y,RF1,612.7780,538000.00,RESIDENTIAL,100,,,,
1023829,2017,,,,Plan: RN22  Block: 18  Lot: 3 / Plan: RN22  Block: 18  Lot: 2 / Plan: 6554R  Block: RLY  Lot: 53 / Plan: 6554R  Block: RLY  Lot: 53 / Plan: 6554R  Block: RLY / Plan: 6554R  Block: RLY,53.54086,-113.53525,POINT (-113.53525 53.54086),RIVER VALLEY VICTORIA,,N,A,54846.1200,271000.00,COMMERCIAL,100,,,,
1030774,2015,39,10160,119 STREET NW,Plan: 8120783  Unit: 39,53.54227,-113.52735,POINT (-113.52735 53.54227),OLIVER,1980,N,RA8,56.3230,218000.00,RESIDENTIAL,100,,,,
1028463,2014,13,10453,20 AVENUE NW,Plan: 8120013  Unit: 29,53.44972,-113.49878,POINT (-113.49878 53.44972),KEHEEWIN,1980,N,RF5,238.6820,230000.00,RESIDENTIAL,100,,,,
1002294,2014,,2304,184 STREET NW,SE  5-52-25-4,53.45754,-113.64299,POINT (-113.64299 53.45754),RURAL WEST,,N,AG,303777.4700,23500.00,FARMLAND,100,,,,
1017490,2016,,1032,106 STREET NW,Plan: 8023036  Block: 21  Lot: 15,53.4406,-113.50053,POINT (-113.50053 53.4406),BEARSPAW,1985,Y,RF1,743.6890,512000.00,RESIDENTIAL,100,,,,
1003391,2017,,17503,45 AVENUE NW,Plan: 735JY,53.48271,-113.63073,POINT (-113.63073 53.48271),DONSDALE,1957,Y,RR,19936.7360,2593500.00,COMMERCIAL,100,,,,
1010057,2014,,721,RIDDELL STREET NW,Plan: 8023232  Block: 52  Lot: 11,53.47868,-113.58984,POINT (-113.58984 53.47868),RHATIGAN RIDGE,1983,Y,RF1,598.9280,479500.00,RESIDENTIAL,100,,,,
1026087,2014,202,10738,108 STREET NW,Plan: 8120220  Unit: 8,53.55261,-113.50712,POINT (-113.50712 53.55261),CENTRAL MCDOUGALL,1980,N,RA8,56.7150,95000.00,RESIDENTIAL,100,,,,
1014547,2014,,260,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 6  Lot: 1W,53.50858,-113.61118,POINT (-113.61118 53.50858),WESTRIDGE,,N,RF1,188.2110,500.00,RESIDENTIAL,100,,,,
1020858,2012,,182,WOLF WILLOW CRESCENT NW,Plan: 7521087  Block: 13  Lot: 20,53.50251,-113.5948,POINT (-113.5948 53.50251),WESTRIDGE,1977,Y,RF1,762.2010,699500.00,RESIDENTIAL,100,,,,
1021435,2016,,123,WOLF WILLOW CRESCENT NW,Plan: 7822494  Unit: 1,53.50215,-113.59804,POINT (-113.59804 53.50215),WESTRIDGE,1978,Y,RF5,321.1510,453000.00,RESIDENTIAL,100,,,,
1007160,2012,,8854,152B AVENUE NW,Plan: 8023176  Block: 31  Lot: 99,53.61483,-113.47944,POINT (-113.47944 53.61483),EVANSDALE,1983,Y,RF1,805.0310,381000.00,RESIDENTIAL,100,,,,
1028661,2018,60,10453,20 AVENUE NW,Plan: 8120013  Unit: 48,53.44972,-113.49878,POINT (-113.49878 53.44972),KEHEEWIN,1980,N,RF5,238.6820,215000.00,RESIDENTIAL,100,,,,
1016963,2019,,12,WOLF CRESCENT NW,Plan: 4697TR  Block: 9  Lot: 3,53.50549,-113.59882,POINT (-113.59882 53.50549),WESTRIDGE,1976,Y,RF1,770.6260,572000.00,RESIDENTIAL,100,,,,
1026822,2019,28,1020,41 STREET NW,Plan: 8120382  Unit: 6,53.43868,-113.40593,POINT (-113.40593 53.43868),CRAWFORD PLAINS,1979,N,RF5,237.2460,173000.00,RESIDENTIAL,100,,,,
1021179,2017,,238,WOLF WILLOW CRESCENT NW,Plan: 7521533  Block: 13  Lot: 38,53.50376,-113.59783,POINT (-113.59783 53.50376),WESTRIDGE,1976,Y,RF1,821.5440,688500.00,RESIDENTIAL,100,,,,
1016187,2018,,43,WOLF CRESCENT NW,Plan: 4697TR  Block: 8  Lot: 12,53.50595,-113.59751,POINT (-113.59751 53.50595),WESTRIDGE,1976,Y,RF1,721.3220,657000.00,RESIDENTIAL,100,,,,
1017458,2016,,1040,106 STREET NW,Plan: 8023036  Block: 21  Lot: 11,53.44084,-113.49963,POINT (-113.49963 53.44084),BEARSPAW,1983,Y,RF1,587.3180,401500.00,RESIDENTIAL,100,,,,
1013267,2015,,56,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 4  Lot: 9,53.50792,-113.61098,POINT (-113.61098 53.50792),WESTRIDGE,1975,Y,RF1,1116.1320,556500.00,RESIDENTIAL,100,,,,
1015007,2017,,296,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 6  Lot: 24,53.5082,-113.60808,POINT (-113.60808 53.5082),WESTRIDGE,1978,Y,RF1,597.4230,526000.00,RESIDENTIAL,100,,,,
1031889,2016,,7925,27 AVENUE NW,Plan: 8120949  Unit: 12,53.45703,-113.45432,POINT (-113.45432 53.45703),MEYONOHK,1980,N,RF5,241.0700,216000.00,RESIDENTIAL,100,,,,
1033646,2015,,18422,96 AVENUE NW,Plan: 8120095  Block: 52  Lot: 12A,53.5316,-113.6412,POINT (-113.6412 53.5316),LA PERLE,1981,N,RPL,319.4230,285000.00,RESIDENTIAL,100,,,,
1027382,2015,33,3812,20 AVENUE NW,Plan: 8120611  Unit: 28,53.45176,-113.40076,POINT (-113.40076 53.45176),DALY GROVE,1980,N,RF5,236.5510,195500.00,RESIDENTIAL,100,,,,
1035856,2015,,9520,178 AVENUE NW,Plan: 8120894  Block: 1  Lot: 161,53.6403,-113.48938,POINT (-113.48938 53.6403),LAGO LINDO,1987,Y,RF1,475.7840,378000.00,RESIDENTIAL,100,,,,
1017177,2014,,10432,12 AVENUE NW,Plan: 8023036  Block: 20  Lot: 33,53.4428,-113.49624,POINT (-113.49624 53.4428),BEARSPAW,1984,Y,RF1,836.2400,426000.00,RESIDENTIAL,100,,,,
1008382,2012,,8316,152B AVENUE NW,Plan: 8023176  Block: 48  Lot: 10,53.61475,-113.46895,POINT (-113.46895 53.61475),EVANSDALE,1981,Y,RF1,503.0700,345000.00,RESIDENTIAL,100,,,,
1011782,2016,,283,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 2  Lot: 33,53.50877,-113.60873,POINT (-113.60873 53.50877),WESTRIDGE,1975,Y,RF1,769.9670,614500.00,RESIDENTIAL,100,,,,
1006659,2015,211,14004,26 STREET NW,Plan: 8023191  Unit: 23,53.60417,-113.38284,POINT (-113.38284 53.60417),BANNERMAN,1980,N,RA7,119.1330,113000.00,RESIDENTIAL,100,,,,
1014877,2014,,10416,16 AVENUE NW,Plan: 8023036  Block: 12  Lot: 138,53.44653,-113.49489,POINT (-113.49489 53.44653),BEARSPAW,1983,Y,RF1,510.7990,380500.00,RESIDENTIAL,100,,,,
1013010,2015,,10619,10 AVENUE NW,Plan: 8023036  Block: 12  Lot: 38,53.43961,-113.49919,POINT (-113.49919 53.43961),BEARSPAW,1984,Y,RF1,510.7590,392000.00,RESIDENTIAL,100,,,,
1020718,2019,,150,WOLF WILLOW CRESCENT NW,Plan: 7521087  Block: 13  Lot: 13,53.5018,-113.59685,POINT (-113.59685 53.5018),WESTRIDGE,1976,Y,RF1,1148.4870,783000.00,RESIDENTIAL,100,,,,
1031210,2013,101,11026,106 STREET NW,Plan: 8120692  Unit: 4,53.55767,-113.50345,POINT (-113.50345 53.55767),CENTRAL MCDOUGALL,1979,N,RA7,125.0940,154500.00,RESIDENTIAL,100,,,,
1016104,2013,,33,WOLF CRESCENT NW,Plan: 4697TR  Block: 8  Lot: 9W,53.5055,-113.59725,POINT (-113.59725 53.5055),WESTRIDGE,,N,RF1,228.6490,1000.00,RESIDENTIAL,100,,,,
1027382,2017,33,3812,20 AVENUE NW,Plan: 8120611  Unit: 28,53.45176,-113.40076,POINT (-113.40076 53.45176),DALY GROVE,1980,N,RF5,236.5510,192000.00,RESIDENTIAL,100,,,,
1015445,2017,,538,WOLF WILLOW ROAD NW,Plan: 4697TR  Block: 6  Lot: 46,53.50774,-113.60748,POINT (-113.60748 53.50774),WESTRIDGE,1979,Y,RF1,935.8800,588500.00,RESIDENTIAL,100,,,,
1010255,2015,,952,RICE ROAD NW,Plan: 8023232  Block: 52  Lot: 23,53.4788,-113.58939,POINT (-113.58939 53.4788),RHATIGAN RIDGE,1982,Y,RF1,644.4480,560500.00,RESIDENTIAL,100,,,,
1016278,2019,,1416,104 STREET NW,Plan: 8023036  Block: 19  Lot: 25,53.44528,-113.49465,POINT (-113.49465 53.44528),BEARSPAW,1982,Y,RF1,653.4830,410500.00,RESIDENTIAL,100,,,,
1012475,2019,,15130,45 AVENUE NW,Plan: 8023171  Unit: 14,53.48456,-113.58192,POINT (-113.58192 53.48456),RAMSAY HEIGHTS,1980,Y,RF5,354.0880,264000.00,RESIDENTIAL,100,,,,
1005420,2018,,19004,100 AVENUE NW,Plan: 7620471  Block: OT / Plan: 7620471,53.53872,-113.65189,POINT (-113.65189 53.53872),ANTHONY HENDAY,,N,AG,11604.2460,57000.00,RESIDENTIAL,100,,,,
1003557,2018,,4,DONSDALE CRESCENT NW,Plan: 952TR  Lot: 4B,53.48161,-113.63075,POINT (-113.63075 53.48161),DONSDALE,1958,Y,RR,5923.2030,1394500.00,RESIDENTIAL,100,,,,
1027549,2018,40,3812,20 AVENUE NW,Plan: 8120611  Unit: 44,53.45176,-113.40076,POINT (-113.40076 53.45176),DALY GROVE,1980,N,RF5,226.0370,179000.00,RESIDENTIAL,100,,,,
1033471,2019,,18417,96A AVENUE NW,Plan: 8120095  Block: 52  Lot: 4,53.53197,-113.64085,POINT (-113.64085 53.53197),LA PERLE,1981,N,RPL,341.9430,277000.00,RESIDENTIAL,100,,,,
1035930,2018,,9515,178A AVENUE NW,Plan: 8120894  Block: 1  Lot: 169,53.6406,-113.48907,POINT (-113.48907 53.6406),LAGO LINDO,1987,Y,RF1,506.1550,373000.00,RESIDENTIAL,100,,,,
1015429,2013,,540,WOLF WILLOW ROAD NW,Plan: 4697TR  Block: 6  Lot: 45,53.50767,-113.60711,POINT (-113.60711 53.50767),WESTRIDGE,1987,Y,RF1,669.8930,594500.00,RESIDENTIAL,100,,,,
1014174,2019,,10432,13 AVENUE NW,Plan: 8023036  Block: 12  Lot: 101,53.44421,-113.49586,POINT (-113.49586 53.44421),BEARSPAW,1983,Y,RF1,486.4800,431500.00,RESIDENTIAL,100,,,,
1020619,2018,,134,WOLF WILLOW CRESCENT NW,Plan: 7521087  Block: 13  Lot: 8,53.50224,-113.59638,POINT (-113.59638 53.50224),WESTRIDGE,1990,Y,RF1,1248.0060,797500.00,RESIDENTIAL,100,,,,
1015908,2018,,10447,16 AVENUE NW,Plan: 8023036  Block: 19  Lot: 4,53.44608,-113.49676,POINT (-113.49676 53.44608),BEARSPAW,1983,Y,RF1,587.3910,407000.00,RESIDENTIAL,100,,,,
1036086,2014,,9520,178A AVENUE NW,Plan: 8120894  Block: 1  Lot: 184,53.64106,-113.48915,POINT (-113.48915 53.64106),LAGO LINDO,1983,N,RF1,532.8240,288000.00,RESIDENTIAL,100,,,,
1036862,2019,,17803,94 STREET NW,Plan: 8120894  Block: 10  Lot: 101,53.64057,-113.48555,POINT (-113.48555 53.64057),LAGO LINDO,1986,Y,RF1,428.7990,346000.00,RESIDENTIAL,100,,,,
1022896,2017,,175,WOLF WILLOW CRESCENT NW,Plan: 7521087  Block: 15  Lot: 29,53.50197,-113.59453,POINT (-113.59453 53.50197),WESTRIDGE,1976,Y,RF1,677.2320,503000.00,RESIDENTIAL,100,,,,
1028786,2014,47,10453,20 AVENUE NW,Plan: 8120013  Unit: 60,53.44972,-113.49878,POINT (-113.49878 53.44972),KEHEEWIN,1980,N,RF5,238.6820,233000.00,RESIDENTIAL,100,,,,
1019579,2015,,229,WOLF WILLOW CRESCENT NW,Plan: 7521087  Block: 12  Lot: 7,53.50467,-113.59688,POINT (-113.59688 53.50467),WESTRIDGE,1976,Y,RF1,686.2490,607000.00,RESIDENTIAL,100,,,,
1017334,2017,,10633,11 AVENUE NW,Plan: 8023036  Block: 21  Lot: 5,53.4412,-113.50076,POINT (-113.50076 53.4412),BEARSPAW,1984,Y,RF1,563.0160,394500.00,RESIDENTIAL,100,,,,
1035716,2013,,9525,178 AVENUE NW,Plan: 8120894  Block: 1  Lot: 151,53.63983,-113.4898,POINT (-113.4898 53.63983),LAGO LINDO,1988,Y,RF4,369.0340,332500.00,RESIDENTIAL,100,,,,
1016112,2015,,1436,104 STREET NW,Plan: 8023036  Block: 19  Lot: 16,53.44576,-113.49513,POINT (-113.49513 53.44576),BEARSPAW,1983,Y,RF1,611.6920,402000.00,RESIDENTIAL,100,,,,
1017623,2012,,619,WOLF WILLOW ROAD NW,Plan: 4697TR  Block: 10  Lot: 7,53.50594,-113.60068,POINT (-113.60068 53.50594),WESTRIDGE,1976,Y,RF1,694.3860,433000.00,RESIDENTIAL,100,,,,
1005693,2014,207,11429,124 STREET NW,Plan: 8023194  Unit: 17,53.56474,-113.53542,POINT (-113.53542 53.56474),INGLEWOOD,1971,N,RA8,57.9880,104000.00,RESIDENTIAL,100,,,,
1031590,2014,,1031,109 STREET NW,Plan: 8120984  Unit: 14,53.44148,-113.50558,POINT (-113.50558 53.44148),BEARSPAW,1980,Y,RF5,491.1170,359500.00,RESIDENTIAL,100,,,,
1018365,2014,,90,WILLOW WAY NW,Plan: 7921480  Unit: 16,53.50354,-113.60145,POINT (-113.60145 53.50354),WESTRIDGE,1978,Y,RF5,536.3510,408000.00,RESIDENTIAL,100,,,,
1028059,2018,1,10131,154 STREET NW,Plan: 8120494  Unit: 17,53.54294,-113.58631,POINT (-113.58631 53.54294),CANORA,1966,N,RA7,107.1970,79000.00,RESIDENTIAL,100,,,,
1010594,2015,,900,RICE ROAD NW,Plan: 8023232  Block: 52  Lot: 49,53.47759,-113.58677,POINT (-113.58677 53.47759),RHATIGAN RIDGE,1984,Y,RF1,611.4980,509000.00,RESIDENTIAL,100,,,,
1009281,2016,,193,RHATIGAN ROAD WEST NW,Plan: 8023232  Block: 51  Lot: 43,53.47697,-113.58495,POINT (-113.58495 53.47697),RHATIGAN RIDGE,1984,Y,RF1,665.3900,477000.00,RESIDENTIAL,100,,,,
1013630,2016,,10439,12 AVENUE NW,Plan: 8023036  Block: 12  Lot: 72,53.44206,-113.49671,POINT (-113.49671 53.44206),BEARSPAW,1984,Y,RF1,697.5090,470000.00,RESIDENTIAL,100,,,,
1021682,2013,,103,WOLF WILLOW CRESCENT NW,Plan: 7521533  Block: 14  Lot: 6,53.50294,-113.59802,POINT (-113.59802 53.50294),WESTRIDGE,1984,Y,RF1,825.8910,572000.00,RESIDENTIAL,100,,,,
1011220,2016,,171,WESTRIDGE ROAD NW,Plan: 4697TR  Block: 2  Lot: 6,53.51058,-113.61411,POINT (-113.61411 53.51058),WESTRIDGE,1975,Y,RF1,592.5180,436500.00,RESIDENTIAL,100,,,,
1036706,2015,,9356,180A AVENUE NW,Plan: 8120894  Block: 1  Lot: 245,53.64315,-113.48714,POINT (-113.48714 53.64315),LAGO LINDO,1987,Y,RF1,475.1720,416000.00,RESIDENTIAL,100,,,,
1009430,2016,,905,RICE ROAD NW,Plan: 8023232  Block: 51  Lot: 54,53.47764,-113.58577,POINT (-113.58577 53.47764),RHATIGAN RIDGE,1981,Y,RF1,725.5590,547500.00,RESIDENTIAL,100,,,,
1017235,2012,,10442,12 AVENUE NW,Plan: 8023036  Block: 20  Lot: 36,53.44253,-113.49656,POINT (-113.49656 53.44253),BEARSPAW,1984,Y,RF1,649.1290,439000.00,RESIDENTIAL,100,,,,
