PermitNum,PermitClass,PermitClassMapped,PermitTypeMapped,PermitTypeDesc,Description,HousingUnits,HousingUnitsRemoved,HousingUnitsAdded,EstProjectCost,AppliedDate,IssuedDate,ExpiresDate,CompletedDate,StatusCurrent,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,ContractorCompanyName,Link,Latitude,Longitude,Location1
6801239-CN,Single Family/Duplex,Residential,Building,New,Construction of a 288 SF workshop atop former garage slab.,,,,15000,,,,,Withdrawn,6040 39TH AVE SW,SEATTLE,WA,98136,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6801239-CN,47.54718734,-122.38156768,"6040 39TH AVE SW
SEATTLE, WA 98136
(47.54718734, -122.38156768)"
6594010-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct additions to basement, main and upper floors of single family residence, alterations and site work, per plans.",,0,0,425000,2017-06-29,2017-08-10,2020-08-10,,Completed,3011 W MCGRAW ST,SEATTLE,WA,98199,HAJ CONSTRUCTION INC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6594010-CN,47.63938706,-122.39625778,"3011 W MCGRAW ST
SEATTLE, WA 98199
(47.63938706, -122.39625778)"
6799154-BK,Commercial,Non-Residential,Building,Tenant Improvment,"Blanket permit tenant improvements to office space for Fraxion on the 25th floor, per plans.",,,,230413.98,2020-09-09,2020-09-21,2022-03-21,,Issued,1000 2ND AVE,SEATTLE,WA,98104,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6799154-BK,47.6056731,-122.33512467,"1000 2ND AVE
SEATTLE, WA 98104
(47.6056731, -122.33512467)"
6767888-CN,Commercial,Non-Residential,Building,Addition/Alteration,"Construct alterations to update ADA parking and restripe and repave existing parking area, per STFI",,,,50000,2020-01-22,2020-01-22,2021-07-22,2020-10-13,Completed,5620 M L KING JR WAY S,SEATTLE,WA,98118,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6767888-CN,47.55146812,-122.28761827,"5620 M L KING JR WAY S
SEATTLE, WA 98118
(47.55146812, -122.28761827)"
6358931-CN,Multifamily,Residential,Building,New,"Establish use as congregate residence, retail and live work.  Construct mixed use boarding house,live/work, office and parking garage and occupy, per plans.",0,0,9,8481410,2014-03-12,2017-09-05,2022-03-05,,Issued,3300 NE 125TH ST,SEATTLE,WA,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6358931-CN,47.71956753,-122.2923483,"3300 NE 125TH ST
SEATTLE, WA
(47.71956753, -122.2923483)"
6779695-CN,Industrial,Non-Residential,Building,Addition/Alteration,"Construct alterations for multiple tenant spaces in existing warehouse structure, per plan",0,0,0,762850,2020-10-01,,,,Reviews In Process,3800 1ST AVE S,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6779695-CN,47.57011077,-122.33343054,"3800 1ST AVE S
(47.57011077, -122.33343054)"
6803584-CN,Commercial,Non-Residential,Building,Addition/Alteration,To construct a pergola over two patios at a restaurant in pioneer square,,,,5000,,,,,Scheduled,121 S KING ST,SEATTLE,WA,98104,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803584-CN,47.59785933,-122.33236808,"121 S KING ST
SEATTLE, WA 98104
(47.59785933, -122.33236808)"
6613069-CN,Single Family/Duplex,Residential,Building,New,Establish use as and Construct single family residence with attached garage per standard plan 6551642,0,0,1,290675,2017-11-21,2019-05-14,2020-11-14,,Completed,3207 SW HOLLY ST,SEATTLE,WA,98126,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6613069-CN,47.54245932,-122.37410295,"3207 SW HOLLY ST
SEATTLE, WA 98126
(47.54245932, -122.37410295)"
6793930-CN,Multifamily,Residential,Building,Addition/Alteration,"Repair to pile caps and foundation framing for apartment building, per plan.",0,0,0,25000,2020-09-15,2020-10-24,2022-04-24,,Issued,2020 43RD AVE E,SEATTLE,WA,98112,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6793930-CN,47.63770409,-122.27690743,"2020 43RD AVE E
SEATTLE, WA 98112
(47.63770409, -122.27690743)"
6804912-DM,Single Family/Duplex,Residential,Demolition,,"Demolish existing house.  Use historic lot lines to segregate lot into two legal lots.  On west lot, construct a 1,500sf primary residence with two 1,000sf attached ADU's.  Provide three at-grade parking stalls off of alley.",1,1,3,500000,,,,,Additional Info Requested,1015 NE 100TH ST,SEATTLE,WA,98125,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6804912-DM,47.70108882,-122.31684308,"1015 NE 100TH ST
SEATTLE, WA 98125
(47.70108882, -122.31684308)"
6801597-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Replace and expand existing deck for a single-family residence, per plan",,,,18000,,,,,Additional Info Requested,6749 ALONZO AVE NW,SEATTLE,WA,98117,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6801597-CN,47.67924108,-122.37533983,"6749 ALONZO AVE NW
SEATTLE, WA 98117
(47.67924108, -122.37533983)"
6613066-CN,Single Family/Duplex,Residential,Building,New,"Establish use as and construct single family residence with attached garage, per standard plan 6554014.",0,0,1,267194,2017-10-20,2019-03-19,2022-03-19,2020-11-04,Completed,3215 SW HOLLY ST,SEATTLE,WA,98126,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6613066-CN,47.54219855,-122.37409828,"3215 SW HOLLY ST
SEATTLE, WA 98126
(47.54219855, -122.37409828)"
6790674-CN,Commercial,Non-Residential,Building,Addition/Alteration,"Construct alterations to an existing SCL lattice tower minor communications antenna facility (T-Mobile) and at equipment area, per plan.",0,0,0,60000,2020-08-26,2020-09-21,2022-03-21,,Issued,3700 P S WEBSTER ST,SEATTLE,WA,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6790674-CN,47.53527814,-122.28609542,"3700 P S WEBSTER ST
SEATTLE, WA
(47.53527814, -122.28609542)"
6801406-DM,Multifamily,Residential,Demolition,Demolition,"Demolish existing commercial building, per plan.",,,,1,2020-05-15,,,,Scheduled,4909 25TH AVE NE,SEATTLE,WA,98105,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6801406-DM,47.66470175,-122.30236853,"4909 25TH AVE NE
SEATTLE, WA 98105
(47.66470175, -122.30236853)"
6805437-EX,Vacant Land,Non-Residential,Building,Shoreline Exemption,We propose to remove 69 Ln.Ft. of existing bulkhead and rebuild 36 Ln.Ft. with a new granite rocks and 33 Ln.Ft. with a natural shoreline.,,,,59428,2020-10-14,,,,Completed,3002 WEBSTER POINT RD NE,SEATTLE,WA,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6805437-EX,47.64832357,-122.2771245,"3002 WEBSTER POINT RD NE
SEATTLE, WA
(47.64832357, -122.2771245)"
6799722-DM,Commercial,Non-Residential,Demolition,Demolition,"Demolition of southwest commercial building and associated site work, per plans.",,,,11700000,2020-08-11,,,,Ready for Issuance,2328 HARBOR AVE SW,SEATTLE,WA,98126,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6799722-DM,47.58266988,-122.37331132,"2328 HARBOR AVE SW
SEATTLE, WA 98126
(47.58266988, -122.37331132)"
6803489-CN,Institutional,Non-Residential,Building,Addition/Alteration,"Alterations to existing office/lab space on Level 05, subject to field inspection.",,,,130000,2020-10-01,2020-10-05,2022-04-05,,Issued,300 9TH AVE,SEATTLE,WA,98104,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6803489-CN,47.60427412,-122.32312245,"300 9TH AVE
SEATTLE, WA 98104
(47.60427412, -122.32312245)"
6787582-CN,Multifamily,Residential,Building,New,"NEW CONSTRUCTION OF MIXED-USE PROJECT WITH APPROX 10,000 SF OF INSTITUTIONAL USE (DAY CARE) AND APPROX 170 APARTMENTS. BELOW-GRADE PARKING FOR APPROX 20 VEHICLES.",0,0,170,36000000,,,,,Scheduled,7544 M L KING JR WAY S,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6787582-CN,47.53396837,-122.28045475,"7544 M L KING JR WAY S
(47.53396837, -122.28045475)"
6568320-CN,Institutional,Non-Residential,Building,Addition/Alteration,"Construct addition, alterations and site work to SPS Queen Anne Elementary School, occupy per plans.  Mechanical included this permit.  Procedural SEPA conducted by Seattle Public Schools.",0,0,0,9870000,2017-12-08,2018-07-10,2020-01-10,2020-09-15,Completed,2100 4TH AVE N,SEATTLE,WA,98109,SEATTLE SCHOOL DISTRICT (A&S),https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6568320-CN,47.63796954,-122.34898381,"2100 4TH AVE N
SEATTLE, WA 98109
(47.63796954, -122.34898381)"
6802739-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Alterations to add bedroom and bathroom in existing unfinished basement of single family residence, subject to field inspection.",,,,8000,2020-09-28,2020-09-28,2022-03-28,,Issued,3215 NW 64TH ST,SEATTLE,WA,98107,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6802739-CN,47.67462905,-122.39912207,"3215 NW 64TH ST
SEATTLE, WA 98107
(47.67462905, -122.39912207)"
6808202-CN,Single Family/Duplex,Residential,Building,New,CONSTRUCT A SINGLE FAMILY RESIDENCe W/ ADU AND DADU. NOTE THAT THE LBA AND DEVELOPMENT OF LOT 1 UNDER A SEPARATEPERMIT,0,0,3,630000,,,,,Additional Info Requested,803 yakima AVE S,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6808202-CN,47.59558606,-122.2946689,"803 yakima AVE S
(47.59558606, -122.2946689)"
6778090-CN,Single Family/Duplex,Residential,Building,New,"Construct east duplex. [Establish use and construct duplexes, per plan. Review and processing for (2) construction records under 6778090-CN.]",,,,463044,2020-06-08,,,,Corrections Required,4437 GREENWOOD AVE N,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6778090-CN,47.66135116,-122.35570676,"4437 GREENWOOD AVE N
SEATTLE, WA 98103
(47.66135116, -122.35570676)"
6650072-CN,Multifamily,Residential,Building,New,"Construct South townhouse, per plan (Establish use as and construct (2) townhouse buildings / review and process for 2 AP's under permit 6618443)",0,0,4,681628,2018-03-14,2019-05-18,2020-11-18,2020-10-29,Completed,831 S CLOVERDALE ST,SEATTLE,WA,98108,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6650072-CN,47.52614667,-122.321711,"831 S CLOVERDALE ST
SEATTLE, WA 98108
(47.52614667, -122.321711)"
6732289-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Interior renovations to an existing accessory pool house of SFR, subject to field inspection, STFI.",,,,50000,2019-06-11,2019-06-12,2020-12-12,2020-11-12,Completed,1700 17TH AVE E,SEATTLE,WA,98112,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6732289-CN,47.63564765,-122.30962773,"1700 17TH AVE E
SEATTLE, WA 98112
(47.63564765, -122.30962773)"
6785200-CN,Multifamily,Residential,Building,Addition/Alteration,"Construct alterations to exterior envelope for multi-family building [HORIZON HOUSE], per plan.",0,0,0,300000,2020-06-11,2020-09-23,2022-03-23,,Issued,900 UNIVERSITY ST,SEATTLE,WA,98101,ANDERSEN CONSTRUCTION,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6785200-CN,47.61089077,-122.32933488,"900 UNIVERSITY ST
SEATTLE, WA 98101
(47.61089077, -122.32933488)"
6757325-DM,Single Family/Duplex,Residential,Demolition,,Demolish existing garage and build new garage with new DADU,1,0,1,150000,,,,,Scheduled,7944 34TH AVE SW,SEATTLE,WA,98126,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6757325-DM,47.5305955,-122.37499127,"7944 34TH AVE SW
SEATTLE, WA 98126
(47.5305955, -122.37499127)"
6690767-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct 2nd-story dormer addition in existing single family residence, per plan.",1,0,0,54364,2018-12-04,2019-03-22,2020-09-22,2020-09-16,Completed,4450 52ND PL SW,SEATTLE,WA,98116,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6690767-CN,47.56337096,-122.39987908,"4450 52ND PL SW
SEATTLE, WA 98116
(47.56337096, -122.39987908)"
6752156-CN,Commercial,Non-Residential,Building,Addition/Alteration,"Construct tenant improvement to sorority kitchen facilities, per plans",0,0,0,75000,2019-11-19,2020-01-22,2021-07-22,2020-09-16,Completed,4548 17TH AVE NE,SEATTLE,WA,98105,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6752156-CN,47.66274425,-122.3091978,"4548 17TH AVE NE
SEATTLE, WA 98105
(47.66274425, -122.3091978)"
6783884-CN,Vacant Land,Non-Residential,Building,Addition/Alteration,"Construct open-air structure and pizza oven in portion of public access garden, per plans",,,,15000,,,,,Additional Info Requested,2451 15TH AVE W,SEATTLE,WA,98119,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6783884-CN,47.64120474,-122.37707925,"2451 15TH AVE W
SEATTLE, WA 98119
(47.64120474, -122.37707925)"
6764897-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construction interior alterations to existing single family residence, per STFI",1,0,0,65000,2019-12-31,2020-01-02,2021-07-02,2020-09-23,Completed,2012 5TH AVE N,SEATTLE,WA,98109,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6764897-CN,47.63699719,-122.34685315,"2012 5TH AVE N
SEATTLE, WA 98109
(47.63699719, -122.34685315)"
6644969-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct retaining walls and exterior stairs for existing single family, per plan.",0,0,0,14366,2018-10-19,2020-10-29,2022-04-29,,Issued,722 15TH AVE,SEATTLE,WA,98122,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6644969-CN,47.60872953,-122.3125356,"722 15TH AVE
SEATTLE, WA 98122
(47.60872953, -122.3125356)"
6790813-CN,Institutional,Non-Residential,Building,Addition/Alteration,"Construct structural alterations to support new generator within existing screen wall at roof level of utility building on institutional campus [UW], per plan.",0,0,0,160000,2020-09-01,2020-09-21,2022-03-21,,Issued,3900 UNIVERSITY WAY NE,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6790813-CN,47.65375457,-122.3129066,"3900 UNIVERSITY WAY NE
(47.65375457, -122.3129066)"
6799774-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct partial replacement and repair of foundation of single family residence, per plan.",,,,11600,2020-10-02,,,,Corrections Required,2908 E HARRISON ST,SEATTLE,WA,98112,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6799774-CN,47.6226699,-122.29434146,"2908 E HARRISON ST
SEATTLE, WA 98112
(47.6226699, -122.29434146)"
6805339-CN,Multifamily,Residential,Building,New,"Establish use as and construct townhouse (east building), per plan(Construct 2 townhouse buildings and processing of 2 records under 6772807-CN)",,,,549033,2020-10-13,,,,Application Completed,1510 18TH AVE,SEATTLE,WA,98122,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6805339-CN,47.61447712,-122.30854748,"1510 18TH AVE
SEATTLE, WA 98122
(47.61447712, -122.30854748)"
6801486-CN,Single Family/Duplex,Residential,Building,New,building a new home.  RSL zone.  Will have basement foundation.  It will accompany the existing home.  Will demolish minor structures in backyard; breaking garage and a wood storage.,1,0,1,300000,,,,,Scheduled,2216 16TH AVE S,SEATTLE,WA,98144,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6801486-CN,47.58312878,-122.31181393,"2216 16TH AVE S
SEATTLE, WA 98144
(47.58312878, -122.31181393)"
6788595-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct a Detached Accessory Dwelling Unit.(DADU) for a single-family residence, per plan.",1,0,1,140000,2020-07-27,2020-09-21,2022-03-21,,Issued,4220 WILLIAMS AVE W,SEATTLE,WA,98199,DUNCAN B MCCORMICK,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6788595-CN,47.6582366,-122.39196163,"4220 WILLIAMS AVE W
SEATTLE, WA 98199
(47.6582366, -122.39196163)"
6718581-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Interior alterations to basement and replacing front porch at existing single family residence, subject to field inspection (STFI)",,,,75000,2019-03-22,2019-03-22,2020-09-22,,Expired,2112 NW 70TH ST,SEATTLE,WA,98117,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6718581-CN,47.67967523,-122.38384791,"2112 NW 70TH ST
SEATTLE, WA 98117
(47.67967523, -122.38384791)"
6781916-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct alterations and addition to single-family residence, per plan.",1,0,0,130000,2020-06-23,2020-09-24,2022-03-24,,Issued,4100 NE 103RD PL,SEATTLE,WA,98125,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6781916-CN,47.7035353,-122.28392782,"4100 NE 103RD PL
SEATTLE, WA 98125
(47.7035353, -122.28392782)"
6764137-CN,Single Family/Duplex,Residential,Building,Addition/Alteration,"Construct second story addition and substantial alterations to a single-family residence, per plans",1,0,0,500000,2020-07-30,2020-09-23,2022-03-23,,Issued,2121 NW 96TH ST,SEATTLE,WA,98117,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6764137-CN,47.69874834,-122.38402548,"2121 NW 96TH ST
SEATTLE, WA 98117
(47.69874834, -122.38402548)"
6802199-CN,Institutional,Non-Residential,Building,New,Develop housing on existing parking lot at northern half of site.  Considerations include an LBA (or Short Subdivision?) to create a seperate development parcel from the existing synagogue building.  Possibility of a contract rezone from SF to LR consistent with nearby parcels and development goals.  Integration of MHA.,0,0,53,1,,,,,Additional Info Requested,6721 51ST AVE S,SEATTLE,WA,98118,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6802199-CN,47.54193227,-122.27042571,"6721 51ST AVE S
SEATTLE, WA 98118
(47.54193227, -122.27042571)"
6578525-EX,Multifamily,Residential,Building,Environmentally Critical Area Exemption,Exception/Exemption Request for: DEMOLISH EXISTING SINGLE FAMILY RESIDENCES ON LOT 2450 & 2454. CONSTRUCT FOUR (4) NEW ROWHOUSE UNITS WITH SIX (6) SURFACE PARKING STALLS.,,,,,2017-05-10,,,,Withdrawn,2450 WICKSTROM PL SW,SEATTLE,WA,98116,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6578525-EX,47.58112599,-122.4019002,"2450 WICKSTROM PL SW
SEATTLE, WA 98116
(47.58112599, -122.4019002)"
6802692-CN,Commercial,Non-Residential,Building,Addition/Alteration,"Construct tenant improvement for office space on level 7 of existing commercial structure, subject to field inspection (STFI)",,,,8000,2020-09-28,2020-09-28,2022-03-28,,Issued,2121 7th AVE,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6802692-CN,47.61608645,-122.33974796,"2121 7th AVE
(47.61608645, -122.33974796)"
