_id,Permit_No,Permit_Sticker_No,Permit_Class,Permit_Holder,Permit_Address_Street_No,Permit_Address_Street_Name,Permit_Address_Unit,Permit_Address_Postal_Code,Permit_Address_Ward,Permit_Contact_Phone_No_,Issue_Date,Cancellation_Date,geometry
157578,P90-4937372,900572,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),B & T TEXTILE,900,ALBION RD,,M9V1A5,1,(647) 221-8531,20190515,,"{u'type': u'Point', u'coordinates': (-79.5593395765, 43.7353598212)}"
157579,P90-4937920,900589,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),TALIZE,270,THE KINGSWAY,,M9A3T7,2,(416) 757-0135,20190517,,"{u'type': u'Point', u'coordinates': (-79.5198273318, 43.6617818114)}"
157580,P90-4937921,900590,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),TALIZE,270,THE KINGSWAY,,M9A3T7,2,(416) 757-0135,20190517,,"{u'type': u'Point', u'coordinates': (-79.5198273318, 43.6617818114)}"
157581,P90-4939369,900584,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,1841,WILSON AVE,,M9M1A2,7,(647) 295-6973,20190523,,"{u'type': u'Point', u'coordinates': (-79.523311496, 43.7170055351)}"
157582,P90-4952127,P09237,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),B'NAI BRITH NATIONAL ORGANIZATION OF CANADA,1255,THE QUEENSWAY,,M8Z5H6,3,(416) 633-6224,20190715,,"{u'type': u'Point', u'coordinates': (-79.524809005, 43.621073841)}"
157583,P90-4943381,P09238,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),B'NAI BRITH NATIONAL ORGANIZATION OF CANADA,1255,THE QUEENSWAY,,M8Z1S1,3,(416) 633-6224,20190715,,"{u'type': u'Point', u'coordinates': (-79.524809005, 43.621073841)}"
157584,P90-4958459,900752,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,21,TROJAN GATE,,M1V1T2,22,(647) 295-6973,20190806,,"{u'type': u'Point', u'coordinates': (-79.2960897169, 43.8038472267)}"
157585,P90-4961184,900753,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,255,OLD KINGSTON RD,,M1C1B3,25,(647) 295-6973,20190815,,"{u'type': u'Point', u'coordinates': (-79.1730053909, 43.7815819446)}"
157586,P90-4962340,900763,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,4383,KINGSTON RD,,M1E2N2,24,(647) 295-6973,20190819,,"{u'type': u'Point', u'coordinates': (-79.190802075, 43.765910734)}"
157587,P90-4961976,900755,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,2257,KINGSTON RD,,M1N1T8,20,(647) 295-6973,20190819,,"{u'type': u'Point', u'coordinates': (-79.251424326, 43.705530824)}"
157588,P90-4961427,900754,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,2425,EGLINTON AVE E,,M1K5G8,20,(647) 295-6973,20190819,,"{u'type': u'Point', u'coordinates': (-79.2671071385, 43.7320905499)}"
157589,P90-4962351,900756,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,4679,KINGSTON RD,,M1E2P8,25,(647) 295-6973,20190819,,"{u'type': u'Point', u'coordinates': (-79.1729356071, 43.7758028822)}"
157590,P90-4962356,900762,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,4403,KINGSTON RD,,M1E2N2,24,(647) 295-6973,20190819,,"{u'type': u'Point', u'coordinates': (-79.1901881212, 43.7664024658)}"
157591,P90-4964527,P09273,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),B & T TEXTILE,982,THE QUEENSWAY,,M8Z1P6,3,(647) 221-8531,20190827,,"{u'type': u'Point', u'coordinates': (-79.5143889083, 43.6239739169)}"
157592,P90-4964494,900757,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,22,CLOSE AVE,,M6K2V4,4,(647) 295-6973,20190828,,"{u'type': u'Point', u'coordinates': (-79.4339017768, 43.6344400002)}"
157593,P90-4964497,900758,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,155,BALLIOL ST,,M4S1C4,12,(647) 295-6973,20190828,,"{u'type': u'Point', u'coordinates': (-79.3921328391, 43.697965104)}"
157594,P90-4964500,900759,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,880,DANFORTH RD,,M1K1H8,20,(647) 295-6973,20190828,,"{u'type': u'Point', u'coordinates': (-79.2525112469, 43.7283836812)}"
157595,P90-4964577,900760,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,3420-3430,FINCH AVE E,,M1W2R5,22,(647) 295-6973,20190828,,"{u'type': u'Point', u'coordinates': (-79.3153884224, 43.7971618231)}"
157596,P90-4966687,P09354,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),B'NAI BRITH NATIONAL ORGANIZATION OF CANADA,2255,VICTORIA PARK AVE,,M1R1W2,21,(416) 633-6224,20190905,,"{u'type': u'Point', u'coordinates': (-79.316612241, 43.762425831)}"
157597,P90-4966686,P09355,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),B'NAI BRITH NATIONAL ORGANIZATION OF CANADA,4266,BATHURST ST,,M3H5Y7,6,(416) 633-6224,20190905,,"{u'type': u'Point', u'coordinates': (-79.438030916, 43.7518743453)}"
157598,P90-4966685,P09356,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),B'NAI BRITH NATIONAL ORGANIZATION OF CANADA,25,SAN ROMANOWAY,,M3N2Z1,7,(416) 633-6224,20190905,,"{u'type': u'Point', u'coordinates': (-79.5171595927, 43.7596379237)}"
157599,P90-4966684,P09357,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),B'NAI BRITH NATIONAL ORGANIZATION OF CANADA,700,KINGSTON RD,,M4E1R4,19,(416) 633-6224,20190905,,"{u'type': u'Point', u'coordinates': (-79.2966892454, 43.6794362361)}"
157600,P90-4966683,P09358,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),B'NAI BRITH NATIONAL ORGANIZATION OF CANADA,668,ROSELAWN AVE,,M5N3A6,8,(416) 633-6224,20190905,,"{u'type': u'Point', u'coordinates': (-79.4247363362, 43.7057745478)}"
157601,P90-4966677,P09359,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),B'NAI BRITH NATIONAL ORGANIZATION OF CANADA,2788,KEELE ST,,M3M2G2,6,(416) 633-6224,20190905,,"{u'type': u'Point', u'coordinates': (-79.4827840355, 43.7283141959)}"
157602,P90-4966676,P09360,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),B'NAI BRITH NATIONAL ORGANIZATION OF CANADA,300,WINNETT AVE,,M6C3L9,12,(416) 633-6224,20190905,,"{u'type': u'Point', u'coordinates': (-79.4344947835, 43.6916361098)}"
157603,P90-4968400,P09353,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),TALIZE,1430,BIRCHMOUNT RD,,M1P2E3,21,(416) 757-0135,20190911,,"{u'type': u'Point', u'coordinates': (-79.2880310287, 43.7525208608)}"
157604,P90-4968399,P09352,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),TALIZE,1430,BIRCHMOUNT RD,,M1P2E3,21,(416) 757-0135,20190911,,"{u'type': u'Point', u'coordinates': (-79.2880310287, 43.7525208608)}"
157605,P90-4973529,900803,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,19,OSSINGTON AVE,,M6J2Y8,10,(647) 295-6973,20190930,,"{u'type': u'Point', u'coordinates': (-79.4187250833, 43.6447051795)}"
157606,P90-4972885,P09407,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),B'NAI BRITH NATIONAL ORGANIZATION OF CANADA,39,PARKCREST DR,,M1M3S5,20,(416) 633-6224,20191001,,"{u'type': u'Point', u'coordinates': (-79.2190996441, 43.7359730644)}"
157607,P90-4972565,P09408,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),B'NAI BRITH NATIONAL ORGANIZATION OF CANADA,440,WINONA DR,,M6C3T8,12,(416) 633-6224,20191001,,"{u'type': u'Point', u'coordinates': (-79.4358516608, 43.6884054492)}"
157608,P90-4972875,P09409,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),B'NAI BRITH NATIONAL ORGANIZATION OF CANADA,55,YEOMANS RD,,M3H3J7,6,(416) 633-6224,20191001,,"{u'type': u'Point', u'coordinates': (-79.4398430913, 43.7492594631)}"
157609,P90-4972891,P09410,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),B'NAI BRITH NATIONAL ORGANIZATION OF CANADA,485,PATRICIA AVE,,M2R2Y7,18,(416) 633-6224,20191001,,"{u'type': u'Point', u'coordinates': (-79.444994843, 43.783662468)}"
157610,P90-4972564,P09406,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),B'NAI BRITH NATIONAL ORGANIZATION OF CANADA,2,ARMEL CRT,,M9W6L4,1,(416) 633-6224,20191002,,"{u'type': u'Point', u'coordinates': (-79.545510029, 43.722220154)}"
157611,P90-4935649,P09168,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),B & T TEXTILE,1500,ROYAL YORK RD,,M9P3B6,2,(647) 221-8531,20190601,,"{u'type': u'Point', u'coordinates': (-79.5318478771, 43.6916310475)}"
157612,P90-4976601,P09363,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),B'NAI BRITH NATIONAL ORGANIZATION OF CANADA,180,QUEEN'S PLATE DR,,M9W6Y9,1,(416) 633-6224,20191011,,"{u'type': u'Point', u'coordinates': (-79.594137008, 43.719110487)}"
157613,P90-5009509,900151,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,4651,SHEPPARD AVE E,,M1S3V4,23,(647) 295-6973,20200212,,"{u'type': u'Point', u'coordinates': (-79.2576966254, 43.7892242817)}"
157614,P90-5009918,900152,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),TALIZE,62,WELLESLEY ST W,,M5S2X3,11,(416) 757-0135,20200212,,"{u'type': u'Point', u'coordinates': (-79.3881835014, 43.6644521593)}"
157615,P90-5009489,900154,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,1286,COLLEGE ST,,M6H1C4,9,(647) 295-6973,20200221,,"{u'type': u'Point', u'coordinates': (-79.4399819331, 43.6513160275)}"
157616,P90-5013792,900278,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,596,MARLEE AVE,,M6B3J5,8,(416) 363-3373,20200302,,"{u'type': u'Point', u'coordinates': (-79.4441994783, 43.7093555411)}"
157617,P90-5015655,900250,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),GREEN EARTH USED CLOTHING RECYCLING INC,160,THE WESTWAY,,M9P2C1,2,(416) 894-1666,20200303,,"{u'type': u'Point', u'coordinates': (-79.5424478947, 43.6891192447)}"
157618,P90-5015657,900249,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),GREEN EARTH USED CLOTHING RECYCLING INC,4180,KINGSTON RD,,M1E2M4,24,(416) 894-1666,20200303,,"{u'type': u'Point', u'coordinates': (-79.19817265, 43.759033126)}"
157619,P90-5013795,900277,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,460,RENFORTH DR,,M9C2N2,2,(416) 363-3373,20200312,,"{u'type': u'Point', u'coordinates': (-79.5801347557, 43.6504563548)}"
157620,P90-5013798,900276,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,3850,LAKE SHORE BLVD W,,M8W1R3,3,(416) 363-3373,20200312,,"{u'type': u'Point', u'coordinates': (-79.5451557956, 43.5910127359)}"
157621,P90-5013801,900275,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,174,DUNCANWOODS DR,,M9L2E3,7,(416) 363-3373,20200312,,"{u'type': u'Point', u'coordinates': (-79.5667530217, 43.7537165661)}"
157622,P90-5013804,900274,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,636,GLENHOLME AVE,,M6E3G9,12,(416) 363-3373,20200312,,"{u'type': u'Point', u'coordinates': (-79.4457470416, 43.695898292)}"
157623,P90-5013807,900273,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,60,PLAYFAIR AVE,,M6B2P9,8,(416) 363-3373,20200312,,"{u'type': u'Point', u'coordinates': (-79.4583730986, 43.7100860065)}"
157624,P90-5015664,900801,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,1190,WOODBINE AVE,,M4C4E2,19,(647) 295-6973,20200915,,"{u'type': u'Point', u'coordinates': (-79.3156161182, 43.6916311564)}"
157625,P90-5019015,900802,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,40,SHORNCLIFFE RD,,M8Z5K1,3,(647) 295-6973,20200915,,"{u'type': u'Point', u'coordinates': (-79.5437194416, 43.6294232275)}"
157626,P90-5010776,900804,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,411,KIPLING AVE,,M8V3K8,3,(647) 295-6973,20200930,,"{u'type': u'Point', u'coordinates': (-79.518745897, 43.6033126862)}"
157627,P90-5032657,900805,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,775,STEELES AVE W,,M2R2S8,18,(647) 295-6973,20200930,,"{u'type': u'Point', u'coordinates': (-79.443484145, 43.791794206)}"
157628,P90-5032658,900806,CLOTHING DROP BOX LOCATION PERMIT (FOR PROFIT),AMJ RECYCLING INC,528,DUFFERIN ST,,M6K2A7,9,(647) 295-6973,20200930,,"{u'type': u'Point', u'coordinates': (-79.430651198, 43.6469011126)}"
157629,P90-5032448,900846,CLOTHING DROP BOX LOCATION PERMIT (NON-PROFIT),CANADIAN DIABETES ASSOCIATION,462,BIRCHMOUNT RD,,M1K1N8,20,(416) 363-3373,20200930,,"{u'type': u'Point', u'coordinates': (-79.2695988145, 43.7072927329)}"
