Building Address,Construction Completion Year,Name of Historic Resource,Neighbourhood,Warning Type 1,Warning Type 2,Latitude,Longitude,Location
11455 - 87 AVENUE NW,1957,Northern Alberta Jubilee Auditorium,UNIVERSITY OF ALBERTA,Inventory of Historic Resources,,53.521763,-113.527764,"(53.52176347032443, -113.52776398332166)"
13807 - VALLEYVIEW DRIVE NW,1958,Lieberman Residence,PARKVIEW,Inventory of Historic Resources,,53.527289,-113.560779,"(53.52728886982974, -113.56077891603164)"
13526 - 101 AVENUE NW,1946,William Blakey Residence,GLENORA,Municipal Historic Resource,,53.541544,-113.556053,"(53.54154438438116, -113.55605314633578)"
11217 - 97 STREET NW,1908,John McNeill Residence,ALBERTA AVENUE,Municipal Historic Resource,,53.561579,-113.491215,"(53.56157876114826, -113.49121482376935)"
7210 - 106 Street,1914,LeeRoy Allen Residence,QUEEN ALEXANDRA,Inventory of Historic Resources,,53.508758,-113.504873,"(53.508757522857806, -113.50487293727174)"
10102 - JASPER AVENUE NW,1929,Canadian Bank Of Commerce,DOWNTOWN,Inventory of Historic Resources,,53.541268,-113.494193,"(53.54126847310189, -113.49419333559489)"
11404 - 89 AVENUE NW,1914,Professor's House 4- Ring Road,UNIVERSITY OF ALBERTA,Inventory of Historic Resources,,53.527140,-113.526124,"(53.52713968374802, -113.52612354718134)"
10818 - 125 STREET NW,1913,Arthur Mackie Residence,WESTMOUNT,Inventory of Historic Resources,,53.553162,-113.538178,"(53.55316152118352, -113.53817805729092)"
10181 - 116 STREET NW,1911,Fred Contant Residence,OLIVER,Inventory of Historic Resources,,53.542775,-113.520886,"(53.54277509519991, -113.52088646150669)"
14315 - 102a Street,1950,Griesbach School,GRIESBACH,Inventory of Historic Resources,,53.610846,-113.498409,"(53.610845996318496, -113.49840881607189)"
10301 - 104 STREET NW,1911/23,Horne & Pitfield Building,DOWNTOWN,Inventory of Historic Resources,,53.544982,-113.498704,"(53.544981537147194, -113.49870422810524)"
9538 - 107 AVENUE NW,1911/15,McCauley School,MCCAULEY,Inventory of Historic Resources,,53.553243,-113.484943,"(53.55324348682499, -113.48494343713435)"
6256 - ADA BOULEVARD NW,1912,Ash Residence,HIGHLANDS,Inventory of Historic Resources,,53.562987,-113.434250,"(53.56298703652981, -113.43424959190436)"
11234 - 65 STREET NW,1944,Ericksen Residence,HIGHLANDS,Inventory of Historic Resources,,53.565702,-113.438922,"(53.56570221996671, -113.43892238700568)"
9010 - 85 STREET NW,1960,Edmonton Stake Centre,STRATHEARN,Inventory of Historic Resources,,53.525881,-113.458572,"(53.52588111112983, -113.45857198403635)"
10336 - VILLA AVENUE NW,1912,George Graydon Residence,WESTMOUNT,Inventory of Historic Resources,,53.545980,-113.540215,"(53.5459804010601, -113.54021455086888)"
8606 - 104 STREET NW,1912,Sarah Currie Residence,STRATHCONA,Inventory of Historic Resources,,53.522049,-113.498089,"(53.522049152048425, -113.49808927727315)"
9704 - 106 Street,1907,Foote Residence,DOWNTOWN,Municipal Historic Resource,Provincial Registered Historic Resource,53.534290,-113.503339,"(53.53428956809798, -113.50333929785963)"
10125 -10127 - 104 STREET NW,1912,Armstrong Block,DOWNTOWN,Municipal Historic Resource,Provincial Historic Resource,53.541599,-113.498715,"(53.541598758967936, -113.4987145014111)"
10825 - 97 STREET NW,1944,St. Josaphat Ukrainian Catholic Cathedral,MCCAULEY,Municipal Historic Resource,Provincial Historic Resource,53.554048,-113.489799,"(53.55404753778566, -113.48979859015503)"
10802 - 99 STREET NW,1950,Builders Supplies Ltd. Building,MCCAULEY,Inventory of Historic Resources,,53.553626,-113.492721,"(53.55362584078064, -113.49272124009258)"
7730 - 106 STREET NW,1906,Queen Alexandra School,QUEEN ALEXANDRA,Inventory of Historic Resources,,53.513593,-113.504902,"(53.513593061540256, -113.50490211152773)"
10065 - 100 STREET NW,1915,MacDonald Hotel,DOWNTOWN,Municipal Historic Resource,,53.540133,-113.489326,"(53.54013349437923, -113.4893255233359)"
10748 - 83 AVENUE NW,1908,James Alton Residence,GARNEAU,Inventory of Historic Resources,,53.519363,-113.508659,"(53.51936254399488, -113.5086588446716)"
10158 - 103 STREET NW,1929,HBC Warehouse (Beaver House),DOWNTOWN,Inventory of Historic Resources,,53.542420,-113.497929,"(53.54241988044826, -113.49792917291732)"
11248 - 65 STREET NW,1913,Gimby Residence,HIGHLANDS,Inventory of Historic Resources,,53.566016,-113.439136,"(53.566016283221884, -113.43913601656156)"
10130 - 149 Street NW,1964,Apache Seeds,CANORA,Inventory of Historic Resources,,53.542730,-113.578563,"(53.54273025844153, -113.57856286717583)"
1 - SIR WINSTON CHURCHILL SQUARE NW,,City Hall Elm Trees,DOWNTOWN,Inventory of Historic Resources,,53.545358,-113.490179,"(53.54535818034866, -113.49017935806253)"
10543 - 97 STREET NW,1910,Cameron Block,MCCAULEY,Municipal Historic Resource,,53.549506,-113.488041,"(53.54950562692234, -113.48804078587078)"
11125 - 60 STREET NW,1913,Ward Residence,HIGHLANDS,Inventory of Historic Resources,Provincial Registered Historic Resource,53.566217,-113.429751,"(53.566217377889274, -113.42975059947679)"
9377 - CAMERON AVENUE NW,1924,9377 Cameron Ave,RIVERDALE,Inventory of Historic Resources,,53.542253,-113.476771,"(53.54225255995019, -113.4767705171504)"
10830 - 96 Street,1903/1906,Mary Queen of the Martyrs Vietnamese Church (Immaculate Conception Roman Catholic Church),MCCAULEY,Inventory of Historic Resources,,53.554749,-113.487922,"(53.55474933807189, -113.48792175579378)"
11153 - SASKATCHEWAN DRIVE NW,1911,Rutherford House,UNIVERSITY OF ALBERTA,Inventory of Historic Resources,Provincial Historic Resource,53.527621,-113.520173,"(53.52762105736104, -113.5201734611894)"
11046 - 87 Avenue,1913,Clarence Curtis Residence,GARNEAU,Inventory of Historic Resources,,53.523850,-113.516446,"(53.52384998703999, -113.51644594316868)"
12021 - 102 AVENUE NW,1913,West End Telephone Exchange,OLIVER,Municipal Historic Resource,,53.542737,-113.530179,"(53.54273670795478, -113.53017924596527)"
10601 - 97 STREET NW,1914,Hull Block,MCCAULEY,Municipal Historic Resource,Provincial Historic Resource,53.550430,-113.488426,"(53.55043031158698, -113.48842613195656)"
10950 - 81 AVENUE NW,1912,William Buster Residence,GARNEAU,Municipal Historic Resource,,53.517378,-113.514319,"(53.517378464228166, -113.51431877710064)"
10004 - 104 AVENUE NW,1966,CN Tower,DOWNTOWN,Inventory of Historic Resources,,53.547018,-113.491383,"(53.547018257516605, -113.49138251897534)"
10443 - 85 AVENUE NW,1912,John Jackson Residence,STRATHCONA,Inventory of Historic Resources,,53.520697,-113.499840,"(53.520697418286666, -113.49983982594009)"
10929 - 125 STREET NW,1920,Wop May Residence I,WESTMOUNT,Inventory of Historic Resources,,53.554862,-113.537188,"(53.55486209091619, -113.53718822619477)"
12720 - 102 AVENUE NW,1930,Gilbert Residence,GLENORA,Inventory of Historic Resources,,53.543378,-113.542922,"(53.543378272762844, -113.54292184167271)"
10989 - 125 STREET NW,1912,William Carpenter / Ernest Clark Residence,WESTMOUNT,Inventory of Historic Resources,,53.556896,-113.537194,"(53.55689633448924, -113.53719376189157)"
9544 - 76 Avenue,1914,Samuel Delong Residence,RITCHIE,Inventory of Historic Resources,,53.512556,-113.475150,"(53.51255599422007, -113.47514973212178)"
11011 - 88 Avenue,1912,Emily Murphy House,GARNEAU,Inventory of Historic Resources,Provincial Historic Resource,53.523850,-113.516446,"(53.52384998703999, -113.51644594316868)"
10131 - CLIFTON PLACE NW,1907,Malcom Groat Estate,WESTMOUNT,Inventory of Historic Resources,,53.541379,-113.538718,"(53.54137883058893, -113.53871765209102)"
11424 - 102 STREET NW,1928,Spruce Avenue School,SPRUCE AVENUE,Inventory of Historic Resources,,53.564995,-113.497375,"(53.56499521440675, -113.4973745652998)"
11003 - 90 Avenue,1914,Hiram Dowling Residence,GARNEAU,Inventory of Historic Resources,,53.523850,-113.516446,"(53.52384998703999, -113.51644594316868)"
11402 - 93 STREET NW,1915,Clegg Residence,ALBERTA AVENUE,Inventory of Historic Resources,,53.564404,-113.484602,"(53.564404360508846, -113.48460152959865)"
13520 - 106A AVENUE NW,1953,Souch Residence,GLENORA,Inventory of Historic Resources,,53.550528,-113.555321,"(53.55052778005152, -113.55532093184208)"
12716 - 118 STREET NW,1912,Oberg Block,CALDER,Inventory of Historic Resources,,53.585522,-113.525580,"(53.585521632642674, -113.52557987744608)"
11404 - 89 AVENUE NW,1912,Assiniboia Hall,UNIVERSITY OF ALBERTA,Inventory of Historic Resources,,53.527140,-113.526124,"(53.52713968374802, -113.52612354718134)"
9321 - JASPER AVENUE NW,1908,Alexander Taylor School,BOYLE STREET,Inventory of Historic Resources,,53.545980,-113.476126,"(53.545980471948866, -113.47612608548093)"
9710 - 153 Street NW,1933,Visser Residence,WEST JASPER PLACE,Inventory of Historic Resources,,53.534921,-113.585542,"(53.53492063797517, -113.58554214417882)"
11003 - 80 AVENUE NW,1912,Wm. Whitehead Residence,GARNEAU,Inventory of Historic Resources,,53.515888,-113.515229,"(53.5158881175048, -113.51522940263983)"
10947 - 89 AVENUE NW,1911,McBeath Residence,GARNEAU,Inventory of Historic Resources,,53.524525,-113.514628,"(53.5245251710135, -113.51462753777373)"
9554 - 108 A Avenue,1939,Ansgar Lutheran Church,MCCAULEY,Inventory of Historic Resources,,53.555340,-113.487216,"(53.55533988843348, -113.48721632848645)"
8614 - SASKATCHEWAN DRIVE NW,1950,Shandro Residence,WINDSOR PARK,Inventory of Historic Resources,,53.522114,-113.540988,"(53.52211441713081, -113.54098783894803)"
10419 - 127 STREET NW,1913,Robert Haines Residence,WESTMOUNT,Inventory of Historic Resources,,53.546785,-113.540702,"(53.54678459439639, -113.54070234511465)"
11748 - UNIVERSITY AVENUE NW,1954,Lord Residence,WINDSOR PARK,Inventory of Historic Resources,,53.518653,-113.536437,"(53.51865300853585, -113.53643690047967)"
7128 - ADA BOULEVARD NW,1926,Schermann Hall (Concordia College),VIRGINIA PARK,Inventory of Historic Resources,,53.560691,-113.446421,"(53.5606907788412, -113.44642080217767)"
10232 - 140 STREET NW,1918,Ball Residence,GLENORA,Inventory of Historic Resources,,53.544010,-113.563525,"(53.54400973623616, -113.56352548017327)"
10605 - 96 Street,1901,Family Worship Centre,MCCAULEY,Inventory of Historic Resources,,53.551036,-113.485147,"(53.5510360837826, -113.48514672725807)"
10702 - JASPER AVENUE NW,1909,MacLean Block,DOWNTOWN,Inventory of Historic Resources,,53.541275,-113.505055,"(53.541275469853055, -113.50505534300353)"
17503 - 45 AVENUE NW,1957,Wallbridge And Imrie Residence,DONSDALE,Inventory of Historic Resources,,53.482707,-113.630713,"(53.48270688731751, -113.63071337713922)"
10227 - 118 STREET NW,1911,Oliver School,OLIVER,Inventory of Historic Resources,,53.543818,-113.524058,"(53.543817661081235, -113.52405762842554)"
9735 - 75 Avenue NW,1913,Ritchie School,RITCHIE,Inventory of Historic Resources,,53.510641,-113.481309,"(53.510640947303926, -113.4813093294005)"
10335 - 84 AVENUE NW,1903,Orange Hall,STRATHCONA,Municipal Historic Resource,Provincial Registered Historic Resource,53.519746,-113.496578,"(53.51974577956729, -113.49657769712725)"
11202-04- 99 AVENUE NW,1907,Armstrong Residence,OLIVER,Inventory of Historic Resources,,53.537502,-113.514280,"(53.53750248414189, -113.51427996939597)"
10765 - 98 STREET NW,1913,Hagmann Block/ Grand Hotel,MCCAULEY,Municipal Historic Resource,,53.552920,-113.490805,"(53.55292042313668, -113.49080513858287)"
10623 - 73 AVENUE NW,1913,Robert Watt,QUEEN ALEXANDRA,Inventory of Historic Resources,,53.509150,-113.505631,"(53.509149717353345, -113.5056313039332)"
10330 - 82 AVENUE NW,1914,Little Royal & Golden Dragon,STRATHCONA,Inventory of Historic Resources,,53.518390,-113.496203,"(53.518389719159586, -113.49620269480248)"
10810 - 126 STREET NW,1914,William Jackson Residence,WESTMOUNT,Inventory of Historic Resources,,53.552886,-113.539953,"(53.55288635791201, -113.53995280100527)"
10169 - 104 Street,1912,Phillips Building,DOWNTOWN,Municipal Historic Resource,,53.542352,-113.498712,"(53.5423520643928, -113.49871238505942)"
11243 - 58 STREET NW,1912,Buttercup Farm House,HIGHLANDS,Municipal Historic Resource,,53.568273,-113.430275,"(53.56827290597973, -113.43027538420473)"
10629 - 98 STREET NW,1946,Ukrainian National Home of education,MCCAULEY,Inventory of Historic Resources,,53.550753,-113.489895,"(53.55075292495886, -113.48989500471419)"
10318 - 83 AVENUE NW,1910,Strathcona Firehall #1,STRATHCONA,Municipal Historic Resource,Provincial Registered Historic Resource,53.519335,-113.496341,"(53.51933503061202, -113.4963405591966)"
8 - ALEXANDER CIRCLE NW,1914,Residence,GLENORA,Inventory of Historic Resources,,53.544003,-113.550953,"(53.544002535533785, -113.55095269277427)"
8605 - 100 STREET NW,1906,Cooke Residence,STRATHCONA,Inventory of Historic Resources,,53.522056,-113.488454,"(53.52205606835346, -113.48845434118905)"
11733 - 87 AVENUE NW,1955,St. George's Anglican Church,WINDSOR PARK,Municipal Historic Resource,,53.522606,-113.533645,"(53.52260556578105, -113.5336453948461)"
10442 - 82 AVENUE NW,1912,Douglas Block,STRATHCONA,Inventory of Historic Resources,Provincial Historic Resource,53.518396,-113.499163,"(53.518395515880336, -113.49916302327017)"
9722 - 111 STREET NW,1913,Harkin Residence,OLIVER,Inventory of Historic Resources,,53.534760,-113.512645,"(53.534760194463274, -113.51264522481759)"
6210 - ADA BOULEVARD NW,1913,Holgate Residence,HIGHLANDS,Inventory of Historic Resources,Provincial Historic Resource,53.563701,-113.432344,"(53.56370107165727, -113.4323442613996)"
12742 - FORT ROAD NW,1914,North Edmonton Post Office,BELVEDERE,Inventory of Historic Resources,,53.585932,-113.442048,"(53.585931692822555, -113.44204830561097)"
7000 - 143 Street,1890,Dominion Land Office,FORT EDMONTON,Inventory of Historic Resources,,53.501459,-113.578921,"(53.50145916249133, -113.5789205489005)"
11404 - 89 AVENUE NW,1953,University of Alberta Civil Engineering Building,UNIVERSITY OF ALBERTA,Inventory of Historic Resources,,53.527140,-113.526124,"(53.52713968374802, -113.52612354718134)"
10525 - 78 AVENUE NW,1910,William Netzel Residence,QUEEN ALEXANDRA,Inventory of Historic Resources,,53.513969,-113.501749,"(53.51396898031822, -113.50174938683806)"
11015 - 85 Avenue,1922,Joseph H. Johnston Residence,GARNEAU,Inventory of Historic Resources,,53.520726,-113.515765,"(53.520726328767786, -113.5157654781784)"
10030-40 -  104 STREET NW,1957,Milner Building (Northwest Utilities Building),DOWNTOWN,Inventory of Historic Resources,,53.539983,-113.499774,"(53.53998266598144, -113.4997738249664)"
10354 - JASPER AVENUE NW,1929,Birks Building,DOWNTOWN,Inventory of Historic Resources,,53.541270,-113.498873,"(53.54127029259527, -113.49887279293776)"
11609 - 97 street NW,,Residence,ALBERTA AVENUE,Inventory of Historic Resources,,53.567724,-113.491276,"(53.56772438187939, -113.49127600848946)"
8510 - 95 AVENUE NW,1959,Strathearn United Church,STRATHEARN,Inventory of Historic Resources,,53.532050,-113.458553,"(53.532049777409235, -113.45855344051142)"
10249 - 104 STREET NW,1913,Canadian Consolidated Rubber Co.,DOWNTOWN,Municipal Historic Resource,,53.544146,-113.498707,"(53.54414637539082, -113.49870682867375)"
10301 - 108 STREET NW,1912,Western Supplies Building,DOWNTOWN,Inventory of Historic Resources,,53.544852,-113.506056,"(53.54485180772342, -113.50605569654036)"
10920 - 81 AVENUE NW,1923,J.J. McKenzie Residence,GARNEAU,Inventory of Historic Resources,,53.517377,-113.512955,"(53.517376897117565, -113.51295457784313)"
11712 - 95A STREET NW,1927,Sidney Parsons Residence,ALBERTA AVENUE,Inventory of Historic Resources,,53.569268,-113.489147,"(53.56926847869342, -113.48914712682243)"
10220 - 133 Street NW,1929,Greer Residence,GLENORA,Inventory of Historic Resources,,53.543725,-113.551787,"(53.54372470139778, -113.55178705776049)"
7507 - BORDEN PARK ROAD NW,1906,Borden Park,VIRGINIA PARK,Inventory of Historic Resources,,53.562686,-113.455772,"(53.56268560043413, -113.4557721624193)"
11024 - 87 Avenue,1914,Norman McDonald Residence,GARNEAU,Inventory of Historic Resources,,53.523850,-113.516446,"(53.52384998703999, -113.51644594316868)"
12315 - 132 AVENUE NW,1961,Chalmers United Church,CALDER,Inventory of Historic Resources,,53.591923,-113.534450,"(53.591922691230565, -113.53444988995369)"
12104 - 129 Avenue,1967,St. Michael the Archangel Ukrainian Orthodox Church,CALDER,Inventory of Historic Resources,,53.587929,-113.530850,"(53.58792896761052, -113.53085014588085)"
10187 - 104 STREET NW,1912,McKenny Building,DOWNTOWN,Inventory of Historic Resources,,53.542831,-113.498711,"(53.54283146274518, -113.49871102591777)"
10348 - CONNAUGHT DRIVE NW,1914/1935,Dunn Residence,GLENORA,Inventory of Historic Resources,,53.545405,-113.544905,"(53.545404765748664, -113.54490464248524)"
Sask-83 Ave. - 104 St.,1911,Boulevard and Median Trees #5,STRATHCONA,Inventory of Historic Resources,,53.519306,-113.498100,"(53.51930595770973, -113.49809975016467)"
11403 - 143 Street,,General Veterinary Hospital,HUFF BREMNER ESTATE INDUSTRIAL,Inventory of Historic Resources,,53.563223,-113.567057,"(53.563222948566136, -113.56705691188367)"
10950 - 127 Street,1940-56,Westglen School Spruces,WESTMOUNT,Inventory of Historic Resources,,53.554378,-113.541651,"(53.55437802015035, -113.54165118573195)"
9638 - 103 Street NW,,9638 - 103 Street NW,ROSSDALE,Inventory of Historic Resources,,53.533612,-113.497933,"(53.53361233452559, -113.49793334104949)"
10957 - 90 Avenue,1922,MacGibbon Residence,GARNEAU,Inventory of Historic Resources,,53.525477,-113.514779,"(53.525476656735954, -113.51477873650566)"
8324 - 106 STREET NW,1907,Margaret Martin Residence,STRATHCONA,Municipal Historic Resource,,53.519841,-113.503854,"(53.51984129485446, -113.50385409769214)"
10216 - 130 Street NW,1977,Malin Residence,GLENORA,Inventory of Historic Resources,,53.543507,-113.546258,"(53.54350747235676, -113.54625767932632)"
9828 - 92 AVENUE NW,1913,Joh P Gerrie Residence,STRATHCONA,Inventory of Historic Resources,,53.527585,-113.484140,"(53.527584831072296, -113.48413991790248)"
11231 - 65 STREET NW,1923,Alex Cormack Residence,HIGHLANDS,Municipal Historic Resource,,53.565839,-113.438051,"(53.56583934780572, -113.43805084835718)"
9948 - 88 AVENUE NW,1922,Janet Hall Residence,STRATHCONA,Inventory of Historic Resources,,53.523796,-113.488440,"(53.5237959845069, -113.488440182219)"
