Contravention Date,Contravention In Last 7 Days,Ticket Type,Ticket Description,Contravention Code,Contravention Code Suffix,Contravention Code Description,Ticket Issued Via CCTV Camera,Controlled Parking Zone Area,Street,Vehicle Category,Vehicle Removed,Status Of Case,Charging Band Description,Civil Enforcement Officer Error,Penalty Charge Notice Cancelled,Penalty Charge Notice Written Off,Cancellation Reason,Foreign Vehicle,Country Vehicle Registered To,Has Appeal,Formal Representation,Ward Code,Ward Name,Easting,Northing,Longitude,Latitude,Location,Spatial Accuracy,Last Uploaded,Socrata ID
14/03/2015,No,O/S TMA,On Street Contravention,05U,U,Parked after the expiry of paid for time mobile phone parking,No,CA-H,SOUTH END ROAD NW3,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:35:33 AM,53680
24/05/2014,No,O/S TMA,On Street Contravention,01,,Parked in a restricted street during prescribed hours,No,CA-F,BELMONT STREET NW1,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000136,Haverstock,528326,184416,-0.15084,51.54406,"(51.54406, -0.15084)",Civil Enforcement Officer GPS Location,31/12/2017 03:38:32 AM,1417890
22/04/2014,No,O/S TMA,On Street Contravention,06,,Parked without clearly displaying a valid pay & display ticket or voucher,No,CA-B,BELSIZE PARK GARDENS NW3,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:36:39 AM,69605
29/07/2014,No,O/S TMA,On Street Contravention,19Z,Z,"Parked in a residents` or shared use parking place or zone either displaying an invalid permit or voucher or pay and display ticket, or after the expiry of paid for time - out of date permit",No,CA-B,CROSSFIELD ROAD NW3,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,Yes,E05000128,Belsize,526899,184578,-0.171338,51.54583,"(51.54583, -0.171338)",Civil Enforcement Officer GPS Location,31/12/2017 02:32:10 AM,682463
08/07/2014,No,O/S TMA,On Street Contravention,01,,Parked in a restricted street during prescribed hours,No,CA-D,BALDWINS GARDENS EC1,(Private) Car,No,Cancelled,Band A (Higher),No,Yes,No,Liability Waived,No,United Kingdom,No,No,E05000138,Holborn and Covent Garden,531231,181830,-0.10993,51.520145,"(51.520145, -0.10993)",Civil Enforcement Officer GPS Location,31/12/2017 03:39:30 AM,1434380
16/04/2014,No,O/S TMA,On Street Contravention,25,,Parked in a loading place or bay during restricted hours without loading,No,CA-C,ENDELL STREET WC2,Small Van,No,Cancelled,Band A (Higher),No,Yes,No,Liability Waived,No,United Kingdom,No,No,E05000138,Holborn and Covent Garden,530126,181564,-0.125945,51.518015,"(51.518015, -0.125945)",Civil Enforcement Officer GPS Location,31/12/2017 02:24:31 AM,595908
09/09/2014,No,O/S TMA,On Street Contravention,62,,Parked with one or more wheels on or over a footpath or any part of a road other than a carriageway,No,CA-J,AINGER ROAD NW3,Motorcycle,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,Yes,E05000130,Camden Town with Primrose Hill,527802,184103,-0.158496,51.541365,"(51.541365, -0.158496)",Civil Enforcement Officer GPS Location,31/12/2017 01:51:15 AM,273372
02/03/2015,No,O/S TMA,On Street Contravention,01,,Parked in a restricted street during prescribed hours,No,CA-E,HUNTLEY STREET WC1,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000129,Bloomsbury,529483,182199,-0.13498,51.523869,"(51.523869, -0.13498)",Civil Enforcement Officer GPS Location,31/12/2017 03:40:18 AM,1450243
03/01/2015,No,BUS,Bus Lane Contravention,34J,J,Being in a bus lane - camera enforcement,Yes,CA-Q,KILBURN HIGH ROAD,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,525008,184149,-0.198753,51.542404,"(51.542404, -0.198753)",Fixed CCTV Camera,31/12/2017 02:05:46 AM,434655
27/03/2015,No,CCTV TMA,CCTV Parking Contravention,47J,J,Stopped on a restricted bus stop/stand - camera enforcement,Yes,CA-M,KENTISH TOWN ROAD NW5,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,Yes,E05000131,Cantelowes,528972,184553,-0.141475,51.545143,"(51.545143, -0.141475)",Fixed CCTV Camera,31/12/2017 01:59:43 AM,367221
13/08/2014,No,O/S TMA,On Street Contravention,19Z,Z,"Parked in a residents` or shared use parking place or zone either displaying an invalid permit or voucher or pay and display ticket, or after the expiry of paid for time - out of date permit",No,CA-H,KEMPLAY ROAD NW3,(Private) Car,Yes,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,Yes,E05000135,Hampstead Town,526775,185687,-0.172726,51.55583,"(51.55583, -0.172726)",Civil Enforcement Officer GPS Location,31/12/2017 02:32:48 AM,694418
28/10/2014,No,O/S TMA,On Street Contravention,12R,R,"Parked in a residents` or shared use parking place or zone without either clearly displaying a valid permit or voucher or pay and display ticket issued for that place, or without payment of the parking charge - residents` bay",No,CA-H,HAMPSTEAD HILL GARDENS NW3,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000135,Hampstead Town,527088,185448,-0.168301,51.553609,"(51.553609, -0.168301)",Civil Enforcement Officer GPS Location,31/12/2017 02:53:58 AM,958036
20/05/2014,No,O/S TMA,On Street Contravention,06,,Parked without clearly displaying a valid pay & display ticket or voucher,No,CA-C,BARTER STREET WC1,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,E05000138,Holborn and Covent Garden,530376,181553,-0.122343,51.517862,"(51.517862, -0.122343)",Civil Enforcement Officer GPS Location,31/12/2017 03:06:26 AM,1090616
22/10/2014,No,O/S TMA,On Street Contravention,19R,R,"Parked in a residents` or shared use parking place or zone either displaying an invalid permit or voucher or pay and display ticket, or after the expiry of paid for time - residents` bay",No,CA-P,HOLMDALE ROAD NW6,(Private) Car,No,Cancelled,Band A (Lower),No,Yes,No,Liability Waived,No,United Kingdom,No,No,E05000145,West Hampstead,525276,185111,-0.194553,51.550984,"(51.550984, -0.194553)",Civil Enforcement Officer GPS Location,31/12/2017 02:34:51 AM,733899
29/10/2014,No,BUS,Bus Lane Contravention,34J,J,Being in a bus lane - camera enforcement,Yes,CA-F,HAVERSTOCK HILL (CA-F) NW3,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000135,Hampstead Town,527105,185351,-0.168096,51.552738,"(51.552738, -0.168096)",Fixed CCTV Camera,31/12/2017 02:06:39 AM,445804
17/09/2014,No,O/S TMA,On Street Contravention,12R,R,"Parked in a residents` or shared use parking place or zone without either clearly displaying a valid permit or voucher or pay and display ticket issued for that place, or without payment of the parking charge - residents` bay",No,CA-H,CHURCH ROW NW3,(Private) Car,No,Outstanding,Band A (Higher),No,No,No,,Yes,France,No,No,E05000133,Frognal and Fitzjohns,526290,185644,-0.179743,51.555555,"(51.555555, -0.179743)",Civil Enforcement Officer GPS Location,31/12/2017 02:47:48 AM,882901
25/05/2014,No,BUS,Bus Lane Contravention,34J,J,Being in a bus lane - camera enforcement,Yes,CA-C,BLOOMSBURY STREET WC1,Motorcycle,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000129,Bloomsbury,530003,181532,-0.12773,51.517758,"(51.517758, -0.12773)",Fixed CCTV Camera,31/12/2017 02:08:10 AM,461784
26/07/2014,No,O/S TMA,On Street Contravention,12T,T,"Parked in a residents` or shared use parking place or zone without either clearly displaying a valid permit or voucher or pay and display ticket issued for that place, or without payment of the parking charge - voucher/P&D ticket used in permit bay",No,CA-F,HARMOOD STREET NW1,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000136,Haverstock,528555,184335,-0.14756,51.543279,"(51.543279, -0.14756)",Civil Enforcement Officer GPS Location,31/12/2017 02:38:22 AM,776012
27/05/2014,No,O/S TMA,On Street Contravention,01,,Parked in a restricted street during prescribed hours,No,CA-L,MALDEN ROAD NW5,(Private) Car,No,Cancelled,Band A (Higher),No,Yes,No,Liability Waived,No,United Kingdom,No,No,E05000136,Haverstock,528298,184687,-0.151145,51.546497,"(51.546497, -0.151145)",Civil Enforcement Officer GPS Location,31/12/2017 03:32:37 AM,1386790
20/04/2014,No,CCTV TMA,CCTV Parking Contravention,99J,J,Stopped on a pedestrian crossing and/or crossing area marked by zig-zags - camera enforcement,Yes,CA-K,BELSIZE ROAD NW6,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000140,Kilburn,525615,183743,-0.190149,51.53862,"(51.53862, -0.190149)",Fixed CCTV Camera,31/12/2017 01:50:10 AM,227774
06/10/2014,No,O/S TMA,On Street Contravention,05U,U,Parked after the expiry of paid for time mobile phone parking,No,CA-E,CHARLOTTE STREET W1,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,E05000129,Bloomsbury,529573,181683,-0.13386,51.519214,"(51.519214, -0.13386)",Civil Enforcement Officer GPS Location,31/12/2017 03:13:03 AM,1153530
05/10/2014,No,O/S TMA,On Street Contravention,06,,Parked without clearly displaying a valid pay & display ticket or voucher,No,CA-F,PARKWAY NW1,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,E05000130,Camden Town with Primrose Hill,528710,183677,-0.14557,51.537324,"(51.537324, -0.14557)",Civil Enforcement Officer GPS Location,31/12/2017 03:06:51 AM,1098759
12/09/2014,No,MTC,Moving Traffic Contravention,31J,J,Entering and stopping in a box junction when prohibited - camera enforcement,Yes,CA-C,SHAFTESBURY AVENUE WC2 (SHAFTESBURY AVE),(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,Yes,E05000138,Holborn and Covent Garden,530119,181304,-0.126143,51.515683,"(51.515683, -0.126143)",Fixed CCTV Camera,31/12/2017 02:16:36 AM,561592
11/04/2014,No,O/S TMA,On Street Contravention,05U,U,Parked after the expiry of paid for time mobile phone parking,No,CA-J,REGENTS PARK ROAD (CA-J) NW1,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:35:18 AM,50359
23/09/2014,No,O/S TMA,On Street Contravention,06,,Parked without clearly displaying a valid pay & display ticket or voucher,No,CA-H,DOWNSHIRE HILL NW3,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,E05000135,Hampstead Town,526889,185604,-0.171116,51.555062,"(51.555062, -0.171116)",Civil Enforcement Officer GPS Location,31/12/2017 03:06:45 AM,1096892
28/02/2015,No,O/S TMA,On Street Contravention,11,,Parked without payment of the parking charge,No,CA-F,BUCK STREET NW1,(Private) Car,No,Cancelled,Band A (Lower),No,Yes,No,Liability Waived,No,United Kingdom,No,No,E05000130,Camden Town with Primrose Hill,528870,184021,-0.143136,51.540382,"(51.540382, -0.143136)",Civil Enforcement Officer GPS Location,31/12/2017 03:04:13 AM,1052581
23/08/2014,No,O/S TMA,On Street Contravention,19U,U,"Parked in a residents` or shared use parking place or zone either displaying an invalid permit or voucher or pay and display ticket, or after the expiry of paid for time - electronic payment",No,CA-B,BUCKLAND CRESCENT NW3,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,E05000128,Belsize,526707,184482,-0.174151,51.545019,"(51.545019, -0.174151)",Civil Enforcement Officer GPS Location,31/12/2017 02:33:50 AM,714039
25/04/2014,No,O/S TMA,On Street Contravention,06,,Parked without clearly displaying a valid pay & display ticket or voucher,No,CA-K,BELSIZE ROAD NW6,Motorcycle,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,E05000140,Kilburn,525511,183650,-0.19168,51.537804,"(51.537804, -0.19168)",Civil Enforcement Officer GPS Location,31/12/2017 03:07:11 AM,1105424
06/01/2015,No,CCTV TMA,CCTV Parking Contravention,02J,J,Parked or loading/unloading in a restricted street where waiting and loading/unloading restrictions are in force - camera enforcement,Yes,CA-M,HIGHGATE ROAD NW5,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000139,Kentish Town,528768,185522,-0.144061,51.553898,"(51.553898, -0.144061)",Fixed CCTV Camera,31/12/2017 03:22:43 AM,1272158
23/11/2014,No,CCTV TMA,CCTV Parking Contravention,99J,J,Stopped on a pedestrian crossing and/or crossing area marked by zig-zags - camera enforcement,Yes,CA-C,HIGH HOLBORN WC1,Rigid Truck,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000138,Holborn and Covent Garden,530730,181561,-0.117248,51.517851,"(51.517851, -0.117248)",Fixed CCTV Camera,31/12/2017 01:50:15 AM,231986
29/05/2014,No,MTC,Moving Traffic Contravention,52M,M,Failing to comply with a prohibition on certain types of vehicle (no motor vehicles),Yes,CA-L,GRAFTON ROAD NW5,Large Van,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:48:50 AM,206450
07/03/2015,No,O/S TMA,On Street Contravention,05P,P,Parked after the expiry of paid for time - Pay & display,No,CA-E,HUNTLEY STREET WC1,(Private) Car,No,Cancelled,Band A (Lower),No,Yes,No,Discretion / Mitigation,No,United Kingdom,No,Yes,E05000129,Bloomsbury,529435,182194,-0.135661,51.523837,"(51.523837, -0.135661)",Civil Enforcement Officer GPS Location,31/12/2017 03:15:24 AM,1197412
19/11/2014,No,O/S TMA,On Street Contravention,21,,Parked wholly or partly in a suspended bay or space,No,CA-P,INGLEWOOD ROAD NW6,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:43:34 AM,144652
14/05/2014,No,MTC,Moving Traffic Contravention,50U,U,Performing a prohibited turn (no U turn),Yes,CA-C,SOUTHAMPTON ROW (CA-C) WC1,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000138,Holborn and Covent Garden,530476,181683,-0.120861,51.519006,"(51.519006, -0.120861)",Fixed CCTV Camera,31/12/2017 01:52:24 AM,314442
15/08/2014,No,O/S TMA,On Street Contravention,21,,Parked wholly or partly in a suspended bay or space,No,CA-D,GREAT ORMOND STREET WC1,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000138,Holborn and Covent Garden,530571,182031,-0.119361,51.522109,"(51.522109, -0.119361)",Civil Enforcement Officer GPS Location,31/12/2017 02:27:38 AM,643712
16/04/2014,No,O/S TMA,On Street Contravention,01,,Parked in a restricted street during prescribed hours,No,CA-D,LAMBS CONDUIT STREET WC1,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000138,Holborn and Covent Garden,530591,182047,-0.119075,51.522252,"(51.522252, -0.119075)",Civil Enforcement Officer GPS Location,31/12/2017 03:38:13 AM,1411604
15/02/2015,No,O/S TMA,On Street Contravention,05P,P,Parked after the expiry of paid for time - Pay & display,No,CA-F,LEYBOURNE ROAD NW1,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:34:50 AM,44006
07/06/2014,No,O/S TMA,On Street Contravention,24,,Not parked correctly within the markings of the bay or space,No,CA-D,DANE STREET WC1,Small Van,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,E05000138,Holborn and Covent Garden,530621,181689,-0.118765,51.519024,"(51.519024, -0.118765)",Civil Enforcement Officer GPS Location,31/12/2017 02:24:57 AM,603726
26/09/2014,No,O/S TMA,On Street Contravention,01,,Parked in a restricted street during prescribed hours,No,CA-F,BELMONT STREET NW1,(Private) Car,No,Cancelled,Band A (Higher),No,Yes,No,Liability Waived,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:32:04 AM,19571
14/07/2014,No,O/S TMA,On Street Contravention,19R,R,"Parked in a residents` or shared use parking place or zone either displaying an invalid permit or voucher or pay and display ticket, or after the expiry of paid for time - residents` bay",No,CA-B,BELSIZE CRESCENT NW3,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,E05000133,Frognal and Fitzjohns,526825,184951,-0.172276,51.5492,"(51.5492, -0.172276)",Civil Enforcement Officer GPS Location,31/12/2017 02:34:13 AM,721498
11/02/2015,No,O/S TMA,On Street Contravention,12R,R,"Parked in a residents` or shared use parking place or zone without either clearly displaying a valid permit or voucher or pay and display ticket issued for that place, or without payment of the parking charge - residents` bay",No,CA-D,BEDFORD ROW WC1,(Private) Car,No,Cancelled,Band A (Higher),No,Yes,No,Liability Waived,No,United Kingdom,No,No,E05000138,Holborn and Covent Garden,530839,181706,-0.115618,51.519125,"(51.519125, -0.115618)",Civil Enforcement Officer GPS Location,31/12/2017 02:50:03 AM,901092
11/12/2014,No,O/S TMA,On Street Contravention,21,,Parked wholly or partly in a suspended bay or space,No,CA-B,BELSIZE PARK GARDENS NW3,Large Van,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,,,,,,,,Unknown,31/12/2017 01:43:35 AM,144852
11/06/2014,No,O/S TMA,On Street Contravention,06,,Parked without clearly displaying a valid pay & display ticket or voucher,No,CA-Q,IVERSON ROAD NW6,(Private) Car,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,E05000145,West Hampstead,524831,184561,-0.201151,51.546142,"(51.546142, -0.201151)",Civil Enforcement Officer GPS Location,31/12/2017 03:08:59 AM,1133360
12/01/2015,No,O/S TMA,On Street Contravention,01,,Parked in a restricted street during prescribed hours,No,CA-E,FITZROY STREET W1,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000129,Bloomsbury,529231,182015,-0.138666,51.522269,"(51.522269, -0.138666)",Civil Enforcement Officer GPS Location,31/12/2017 03:39:57 AM,1443494
21/07/2014,No,O/S TMA,On Street Contravention,62,,Parked with one or more wheels on or over a footpath or any part of a road other than a carriageway,No,CA-K,SPRINGFIELD LANE NW6,Small Van,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,Yes,E05000140,Kilburn,525530,183582,-0.191436,51.537192,"(51.537192, -0.191436)",Civil Enforcement Officer GPS Location,31/12/2017 01:51:08 AM,268905
22/01/2015,No,O/S TMA,On Street Contravention,21,,Parked wholly or partly in a suspended bay or space,No,CA-P,ALVANLEY GARDENS NW6,(Private) Car,No,Paid/Closed,Band A (Higher),No,No,No,,No,United Kingdom,No,No,E05000145,West Hampstead,525777,185192,-0.187298,51.551605,"(51.551605, -0.187298)",Civil Enforcement Officer GPS Location,31/12/2017 02:27:58 AM,647923
26/11/2014,No,O/S TMA,On Street Contravention,21,,Parked wholly or partly in a suspended bay or space,No,CA-U,RAYDON STREET N19,(Private) Car,No,Cancelled,Band A (Higher),No,Yes,No,Lines & Signs Issue,No,United Kingdom,No,No,E05000137,Highgate,528767,186677,-0.143645,51.564274,"(51.564274, -0.143645)",Civil Enforcement Officer GPS Location,31/12/2017 02:27:53 AM,646827
08/09/2014,No,O/S TMA,On Street Contravention,06,,Parked without clearly displaying a valid pay & display ticket or voucher,No,CA-F,CHALK FARM ROAD NW1,Articulated Truck,No,Paid/Closed,Band A (Lower),No,No,No,,No,United Kingdom,No,No,E05000130,Camden Town with Primrose Hill,528603,184233,-0.146901,51.542347,"(51.542347, -0.146901)",Civil Enforcement Officer GPS Location,31/12/2017 03:12:31 AM,1142405
