index,budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count,cast,director
188,110000000,Action Mystery Thriller,http://www.sonypictures.com/homevideo/salt/,27576,assassination spy cia kidnapping cold war,en,Salt,"As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?""",48.829437,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""Wintergreen Productions"", ""id"": 11845}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2010-07-21,293329073,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ru"", ""name"": ""P\u0443\u0441\u0441\u043a\u0438\u0439""}, {""iso_639_1"": ""ko"", ""name"": ""\ud55c\uad6d\uc5b4/\uc870\uc120\ub9d0""}]",Released,Who is Salt?,Salt,6.2,2093,Angelina Jolie Liev Schreiber Chiwetel Ejiofor Daniel Olbrychski August Diehl,Phillip Noyce
3763,4000000,Comedy Drama Romance,,1809,love triangle independent film multiple storylines,en,The Rules of Attraction,"The incredibly spoiled and overprivileged students of Camden College are a backdrop for an unusual love triangle between a drug dealer, a virgin and a bisexual classmate.",11.387335,"[{""name"": ""Kingsgate Films"", ""id"": 770}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-10-11,0,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""de"", ""name"": ""Deutsch""}]",Released,We all run on instinct,The Rules of Attraction,6.3,168,James Van Der Beek Shannyn Sossamon Ian Somerhalder Jessica Biel Kate Bosworth,Roger Avary
4566,0,,,325579,,en,Diamond Ruff,"Action - Orphan, con artist, crime boss and millionaire, Diamond Ruff has seen it all. In prison for a murder he did not commit, he meets the Reverend Trek Woods, who overwhelms him with kindness, character and faith in god. Falling in love with April, a young woman with terminal illness, Ruff is again challenged to grow and change. Will he be redeemed? There are no easy answers. -  Felicia Pearson, Fredro Starr, Michael Barra",0.165257,[],[],2015-01-01,0,0.0,[],Released,,Diamond Ruff,2.4,4,,
4637,250000,Drama Comedy Romance,,32222,tradition indian lead roommate culture clash college,en,American Desi,"This is a fun-loving romantic comedy reminiscent of the great teen films of the 80's.From Kris, an All-American boy from India, to Ajay, an Afro-Centric Hindu homeboy, to Farah, a devoutly religious but modern Muslim girl, 'American Desi' tells the story of a unique set of characters and their culture from a decidedly hip and youthful point of view.",0.126304,[],"[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""IN"", ""name"": ""India""}]",2001-01-01,0,100.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,,American Desi,5.0,4,Kal Penn Purva Bedi Deep Katdare Ronobir Lahiri Rizwan Manji,Piyush Dinker Pandya
1047,45000000,Drama Thriller Crime Mystery,,10731,suicide brother brother relationship witness protection principal witness  brother,en,The Client,"A street-wise kid, Mark Sway, sees the suicide of Jerome Clifford, a prominent Louisiana lawyer, whose current client is Barry 'The Blade' Muldano, a Mafia hit-man. Before Jerome shoots himself, he tells Mark where the body of a Senator is buried. Clifford shoots himself and Mark is found at the scene, and both the FBI and the Mafia quickly realize that Mark probably knows more than he says.",17.746719,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Alcor Films"", ""id"": 644}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1994-07-20,117615211,119.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A district attorney out for a conviction. A new lawyer out of her league. A young boy who knew too much.,The Client,6.4,278,Susan Sarandon Tommy Lee Jones Mary-Louise Parker Anthony LaPaglia Bradley Whitford,Joel Schumacher
4362,0,Drama,,10183,human trafficking woman director,en,Frozen River,"Ray Eddy, an upstate New York trailer mom, is lured into the world of illegal immigrant smuggling. Broke after her husband takes off with the down payment for their new doublewide, Ray reluctantly teams up with Lila, a smuggler, and the two begin making runs across the frozen St. Lawrence River carrying illegal Chinese and Pakistani immigrants in the trunk of Ray's Dodge Spirit.",4.805651,"[{""name"": ""Cohen Media Group"", ""id"": 9122}, {""name"": ""Harwood Hunt Productions"", ""id"": 85817}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2008-08-01,0,97.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""fr"", ""name"": ""Fran\u00e7ais""}, {""iso_639_1"": ""ur"", ""name"": ""\u0627\u0631\u062f\u0648""}, {""iso_639_1"": ""zh"", ""name"": ""\u666e\u901a\u8bdd""}]",Released,,Frozen River,6.7,99,Melissa Leo Misty Upham Charlie McDermott John Canoe Jay Klaitz,Courtney Hunt
1243,500000,Drama Crime,,203,epilepsy protection money secret love money redemption,en,Mean Streets,"A small-time hood must choose from among love, friendship and the chance to rise within the mob.",17.002095999999998,"[{""name"": ""Scorsese Productions"", ""id"": 120}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1973-10-02,3000000,110.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,You don't make up for your sins in church. You do it in the streets...,Mean Streets,7.2,345,Harvey Keitel Robert De Niro David Proval Amy Robinson Richard Romanus,Martin Scorsese
542,0,Action Drama Horror Science Fiction Thriller,,25769,beach desperation infection survival biohazard,en,Carriers,"Four friends fleeing a viral pandemic soon learn they are more dangerous than any virus.A deadly virus has spread across the globe. Contagion is everywhere, no one is safe and no one can be trusted. Four young attractive people race through the back roads of the American West to the pounding beat of a vacation soundtrack. Their aim is to retreat to secluded utopian beach in the Gulf of Mexico, where they could peacefully wait out the pandemic and survive the apocalyptic disease. Their plans take a grim turn when their car breaks down on an isolated road starting a chain of events that will seal the fate of each of them in an inexorable and horrifying voyage of hell through a western landscape populated by only the hideous dead or the twisted living.",12.708963,"[{""name"": ""Paramount Vantage"", ""id"": 838}, {""name"": ""Likely Story"", ""id"": 1785}, {""name"": ""Ivy Boy Productions"", ""id"": 4482}, {""name"": ""This Is That Productions"", ""id"": 10059}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2009-09-04,5802422,84.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,"The rules are simple. You break them, you die...",Carriers,5.8,282,Lou Taylor Pucci Chris Pine Piper Perabo Emily VanCamp Christopher Meloni,\u00c0lex Pastor
3894,3000000,Drama Romance,,11257,kiss bed and breakfast place florence,en,A Room with a View,"When Lucy Honeychurch and chaperon Charlotte Bartlett find themselves in Florence with rooms without views, fellow guests Mr Emerson and son George step in to remedy the situation. Meeting the Emersons could change Lucy's life forever but, once back in England, how will her experiences in Tuscany affect her marriage plans?",7.9615589999999985,"[{""name"": ""Goldcrest Films International"", ""id"": 500}, {""name"": ""National Film Finance Corporation (NFFC)"", ""id"": 11493}, {""name"": ""Curzon Film Distributors"", ""id"": 11494}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1985-12-13,20966644,117.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""it"", ""name"": ""Italiano""}]",Released,,A Room with a View,6.9,156,Maggie Smith Helena Bonham Carter Denholm Elliott Julian Sands Simon Callow,James Ivory
787,80000000,Action History War,,13922,based on novel world war ii prisoners of war narration archive footage,en,The Great Raid,"As World War II rages, the elite Sixth Ranger Battalion is given a mission of heroic proportions: push 30 miles behind enemy lines and liberate over 500 American prisoners of war.",8.923214999999997,"[{""name"": ""Lawrence Bender Productions"", ""id"": 2253}, {""name"": ""Marty Katz Productions"", ""id"": 12552}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-08-12,10166502,132.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}, {""iso_639_1"": ""ja"", ""name"": ""\u65e5\u672c\u8a9e""}]",Released,The most daring rescue mission of our time is a story that has never been told,The Great Raid,6.8,91,Benjamin Bratt James Franco Connie Nielsen Marton Csokas Joseph Fiennes,John Dahl
2447,16800000,Drama Mystery Romance,http://www.furmovie.com/,18615,photographer biography hair werewolf hypertrichosis,en,Fur: An Imaginary Portrait of Diane Arbus,"In 1958 New York Diane Arbus is a housewife and mother who works as an assistant to her husband, a photographer employed by her wealthy parents. Respectable though her life is, she cannot help but feel uncomfortable in her privileged world. One night, a new neighbor catches Diane's eye, and the enigmatic man inspires her to set forth on the path to discovering her own artistry.",4.3582550000000015,"[{""name"": ""River Road Entertainment"", ""id"": 1246}, {""name"": ""Edward R. Pressman Film"", ""id"": 6455}, {""name"": ""Iron Film"", ""id"": 36650}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2006-08-30,2281089,122.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A love story.,Fur: An Imaginary Portrait of Diane Arbus,5.8,73,Nicole Kidman Robert Downey Jr. Ty Burrell Harris Yulin Jane Alexander,Steven Shainberg
274,103000000,Action Drama Adventure,,98,rome gladiator arena senate roman empire,en,Gladiator,"In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos. Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor. As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed. He escapes, but is captured by slave traders. Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences. His battle skills serve him well, and he becomes one of the most famous and admired men to fight in the Colosseum. Determined to avenge himself against the man who took away his freedom and laid waste to his family, Maximus believes that he can use his fame and skill in the ring to avenge the loss of his family and former glory. As the gladiator begins to challenge his rule, Commodus decides to put his own fighting mettle to the test by squaring off with Maximus in a battle to the death.",95.301296,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Red Wagon Entertainment"", ""id"": 14440}, {""name"": ""Mill Film"", ""id"": 21904}, {""name"": ""C & L"", ""id"": 21905}, {""name"": ""Dawliz"", ""id"": 21906}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-05-01,457640427,155.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A Hero Will Rise.,Gladiator,7.9,5439,Russell Crowe Joaquin Phoenix Connie Nielsen Oliver Reed Richard Harris,Ridley Scott
1607,30000000,Adventure Comedy Crime,,9013,"crooked lawyer bail jumper mafia accountant stretch limousine manhattan, new york city",en,Midnight Run,"An accountant embezzles $15 million of mob money, jumps bail and is chased by bounty hunters, the FBI, and the Mafia.",12.821328999999999,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""City Light Films"", ""id"": 136}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1988-07-20,38413606,126.0,"[{""iso_639_1"": ""cs"", ""name"": ""\u010cesk\u00fd""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,This could be the beginning of a beautiful friendship.,Midnight Run,7.2,238,Robert De Niro Charles Grodin Yaphet Kotto John Ashton Dennis Farina,Martin Brest
2965,0,Horror,http://www.miramax.com/movie/darkness,11056,loss of child solar eclipse haunted house family psychopathy,en,Darkness,"A teenage girl moves into a remote countryside house with her family, only to discover that their gloomy new home has a horrifying past that threatens to destroy the family.",6.340135,"[{""name"": ""V\u00eda Digital"", ""id"": 357}, {""name"": ""Filmax Entertainment"", ""id"": 7302}, {""name"": ""Dimension Films"", ""id"": 7405}, {""name"": ""Castelao Producciones"", ""id"": 7956}]","[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-10-02,0,102.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A house. A past. A secret. Will you dare enter?,Darkness,5.6,112,Anna Paquin Lena Olin Iain Glen Giancarlo Giannini Fele Mart\u00ednez,Jaume Balaguer\u00f3
2556,16000000,Adventure Family Fantasy Comedy Romance,,2493,swashbuckler evil prince reference to socrates reference to plato screwball,en,The Princess Bride,"In this enchantingly cracked fairy tale, the beautiful Princess Buttercup and the dashing Westley must overcome staggering odds to find happiness amid six-fingered swordsmen, murderous princes, Sicilians and rodents of unusual size. But even death can't stop these true lovebirds from triumphing.",44.533612,"[{""name"": ""Act III Communications"", ""id"": 1153}, {""name"": ""The Princess Bride Ltd."", ""id"": 49243}, {""name"": ""Buttercup Films Ltd."", ""id"": 49244}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1987-09-18,30857814,98.0,"[{""iso_639_1"": ""en"", ""name"": ""English""}]",Released,It's as real as the feelings you feel.,The Princess Bride,7.6,1486,Cary Elwes Robin Wright Mandy Patinkin Andr\u00e9 the Giant Chris Sarandon,Rob Reiner
3097,10000000,Comedy Romance,,12779,adultery island shipwreck tropical island,en,Swept Away,"Stranded and alone on a desert island during a cruise, a spoiled rich woman and a deckhand fall in love and make a date to reunite after their rescue.",4.570043,"[{""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""SKA Films"", ""id"": 13419}, {""name"": ""Codi S.p.a."", ""id"": 57736}]","[{""iso_3166_1"": ""IT"", ""name"": ""Italy""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2002-10-11,598645,89.0,"[{""iso_639_1"": ""it"", ""name"": ""Italiano""}, {""iso_639_1"": ""el"", ""name"": ""\u03b5\u03bb\u03bb\u03b7\u03bd\u03b9\u03ba\u03ac""}, {""iso_639_1"": ""en"", ""name"": ""English""}]",Released,A snooty socialite is stranded on a Mediterranean island with a communist sailor.,Swept Away,4.8,50,Madonna Adriano Giannini Bruce Greenwood Elizabeth Banks Michael Beattie,Guy Ritchie
